Title,Film,Year,Singer,Composer,Lyricist,Lyrics
pyaar men do dil mile aur duur ho kar rah gaye,balam,1949,suraiya,husnlalbhagatram,qamar jalalabadi, pyaar men do dil mile aur duur ho kar rah gaye	 pyaar men do dil mile aur duur ho kar rah gaye	faisale ulfat ke naamanzuur ho kar rah gaye pyaar men do dil mile	saamane manzil muhabbat kii bulaatii hii rahii	saamane manzil muhabbat kii bulaatii hii rahii	paanv men kaante lage majabuur ho kar rah gaye	paanv men kaante lage majabuur ho kar rah gaye	pyaar men do dil mile aur duur ho kar rah gaye pyaar men do dil mile	jinako dil men thaa chhupaayaa unase ham chhupane lage	jinako dil men thaa chhupaayaa unase ham chhupane lage	jitane paas aaye the utane duur ho kar rah gaye	jitane paas aaye the utane duur ho kar rah gaye	pyaar men do dil mile aur duur ho kar rah gaye faisale ulfat ke naamanzuur ho kar rah gaye pyaar men do dil mile 
chit dole nit dole subahoshaam prabhujii,dr kotnis ki amar kahani,1946,jayashree,vasant desai,dewan sharar,	chit dole nit dole subahoshaam prabhujii subah shaam ho shaam saveraa man priitam kaa ho deraa is dere kar bhii le visaraam prabhuu jii	niile parbat khet sunahare niilii nadiyaa gaharii gaharii chandaa taare likhen saare teraa naam prabhujii	pyaare nazzaare hain pyaare pyaare aankhon hii aankhon men karate ishaare nain tere nain mere din rain prabhujii 
faslegul aaii hamen yaad terii sataane lagii,panna dai,1945,gyan dutt,subal dasgupta,d n madhok,	faslegul aaii hamen yaad terii sataane lagii dil men hasarat jo uthii saikadon bal khaane lagii	jaa ke aaii jo nahiin unase muravvat kaisii jhuk ke kaanon men merii zulf ye samajhaane lagii faslegul aaii	ab to aa jaao ke is dil ko bhii aae chain shaam bhii raat ke pahaluu men hai ab jaane lagii faslegul aaii	
bulabul ko milaa phuul to nadii ko kinaaraa,meri kahani,1948,geeta roy surendra nath,k datta,zia sarhadi,	su	bulabul ko milaa phuul	bulabul ko milaa phuul to nadii ko kinaaraa	har dil ko hai duniyaa men	har dil ko hai duniyaa men kisii dil kaa sahaaraa	bulabul ko milaa phuul to nadii ko kinaaraa	har dil ko hai duniyaa men kisii dil kaa sahaaraa	gii	ithalaaye huye koii chalaa aataa hai man men	ithalaaye huye koii chalaa aataa hai man men	karataa hai koii chaand kii khidakii se ishaaraa	karataa hai koii chaand kii khidakii se ishaaraa	har dil ko hai duniyaa men	har dil ko hai duniyaa men kisii dil kaa sahaaraa	do	bulabul ko milaa phuul to nadii ko kinaaraa	har dil ko hai duniyaa men kisii dil kaa sahaaraa	har dil ko hai duniyaa men kisii dil kaa sahaaraa	su	machalaa huaa dil apanaa ye aramaanon bharaa dil	kahane ko hamaaraa hai magar hai ye tumhaaraa	kahane ko hamaaraa hai magar hai ye tumhaaraa	har dil ko hai duniyaa men kisii dil kaa sahaaraa	gii	baithe huye ham gaate rahen pyaar bharaa giit	chhaa jaaye zamaane pe yahii giit hamaaraa	chhaa jaaye zamaane pe yahii giit hamaaraa	har dil ko hai duniyaa men kisii dil kaa sahaaraa	ik tuutii huii naav hai insaan kaa jiiwan su	aramaan nadii aur muhabbat hai kinaaraa	aramaan nadii aur muhabbat hai kinaaraa	har dil ko hai duniyaa men kisii dil kaa sahaaraa do	bulabul ko milaa phuul to nadii ko kinaaraa	har dil ko hai duniyaa men	har dil ko hai duniyaa men kisii dil kaa sahaaraa 
man kaahe ghabaraaii,man ki jeet,1944,sitara kanpuri,s k pal,josh malihabadi,	man kaahe ghabaraaii	ajab surat dhal taal	ajab surat dhal taal	jaisii brij men aas banasii kaun bajaaii	jaisii brij men aas banasii kaun bajaaii	meraa man kaahe ghabaraaii	bandhe hain man ke taar jaise koii laash	bandhe hain man ke taar jaise koii laash	hamako maut naa aaii aaii hamako maut naa aaii meraa man kaahe ghabaraaii 
manawaa kaahe phir tadapaaye,wapas,1943,suprova sircar,r c boral,, manawaa kaahe phir tadapaaye bhuul gayii thii jo barasaaten chaandanii raaten pyaar kii baaten ab kyuun rah rah kar hai man ko	unakii yaad saataaye	jaag uthe kyuun niind ke baaten	kaahe re swapane	rishte naate chhod chukii thii jis jiivan ko kaahe yaad men aaye manawaa kaahe phir tadapaaye	yaad kisii kii dil men aayii nainan ne phir jhadii lagaayii man kaa panchhii kyuun man men hai bhuule raag sunaaye manawaa manawaa kaahe phir tadapaaye 
ashkon pe huaa katam,bairam khan,1946,shamshad,ghulam haider,b r sharma hayat amrohi wali saheb,	ashkon pe huaa katam mere gam kaa fasaanaa rote hue anjaam pe rotaa hai zamaanaa ashkon pe huaa katam	aaii jo hansii aankh men to ban gae aansuu	paanii men padaa aag kaa tuufaan chhupaanaa ashkon pe huaa katam	ae daurekizaan aa tujhe siine se lagaa luun miltaa hai tere haal se kuchh meraa fasaanaa ashkon pe huaa katam 
chhupo na chhupo na chhupo na,my sister,1944,saigal,pankaj mullick,pt bhushan, chhupo na chhupo na chhupo na chhupo na chhupo na o pyaarii sajaniyaa hamase chhupo na chhupo na baanki rasiilii	 chhupo na chhupo na chhupo na chhupo na chhupo na o pyaarii sajaniyaa hamase chhupo na chhupo na baanki rasiilii	hamaarii sajaniyaa hamase chhupo na chhupo na sajan se chhupo na o pyaarii sajaniyaa hamase chhupo na chhupo na	milane ko aaye hain	milane ko aaye hain	aakar milo nainon se nainaa milaakar milo dekho bano na na hamako banaao ruuthii huii ho to haa ruuthii huii ho to ab maan jaao bholii suuratiyaa bholii suuratiyaa dikhaa do mohaniyaa hamase chhupo na chhupo na sajan se chhupo na o pyaarii sajaniyaa hamase chhupo na chhupo na	kaisaa suhaanaa samay hai dilaaraa bichhude hue	kaisaa suhaanaa samay hai dilaaraa bichhude hue	do dilon ka sahaaraa kaisaa suhaanaa samay hai dilaaraa bichhude hue do dilon ka sahaaraa aise men aao	do dilon ka sahaaraa kaisaa suhaanaa samay hai dilaaraa bichhude hue do dilon ka sahaaraa aise men aao	zaraa gunagunaatii soii huii kismaton ko jagaatii rumjhumjhumjhum	zaraa gunagunaatii soii huii kismaton ko jagaatii rumjhumjhumjhum	rumjhum bajaatii rupahalii painjaniyaa hamase chhupo na chhupo na sajan se chhupo na o pyaarii sajaniyaa hamase chhupo na chhupo na
chup chup khade ho zaruur koii baat hai,badi behan,1949,lata premlata,husnlalbhagatram,rajinder krishan , chupchup khade ho zarur koi bat hai pahali mulaqat hai ji pahali mulaqat hai	 chupchup khade ho zarur koi bat hai pahali mulaqat hai ji pahali mulaqat hai	chupchup khade ho	sajan ki bat par gussa jo a gaya zulfon ka badal galon pe chha gaya 2	sajan ki bat par gussa jo a gaya zulfon ka badal galon pe chha gaya 2	abhiabhi din tha abhiabhi rat hai	abhiabhi din tha abhiabhi rat hai	pahali mulaqat hai ji pahali mulaqat hai	pahali mulaqat hai ji pahali mulaqat hai	chupchup khade ho	pahali mulaqat men bat aisi ho gai raja bhi kho gaya rani bhi kho gai 2	pahali mulaqat men bat aisi ho gai raja bhi kho gaya rani bhi kho gai 2	dono ko na pata chala maze ki ye bat hai	dono ko na pata chala maze ki ye bat hai	pahali mulaqat hai ji pahali mulaqat hai	pahali mulaqat hai ji pahali mulaqat hai	chupchup khade ho 
bhuule se kabhii yaad kar,ek roz,1947,naseem akhtar,shyamsunder,sarshar sailani, bhuule se kabhii yaad kar ai bhuulane vaale kyuun kar diyaa mujhako merii qismat ke havaale	aramaan tadapate hain diledaar men ab tak kab tuune diledaar ke aramaan nikaale	dariyaaemusiibat men kahii duub na jaaen ab tere sivaa kashtiiedil kaun sambhaale	qismat ke andhere men tujhe dhuundh rahiin huun aa jaa merii duniyaaetamannaa ke ujaale
tuu kaun sii badalii men mere chaand hai aa jaa,khandan,1942,noorjehan,ghulam haider,d n madhok, tuu kaun sii badalii men mere chaand hai aa jaa2	taare	hai mere zakme jigar in men samaa jaa2	tuu kaun sii badalii men mere chaand hai aa jaa	dil dhuundh rahaa hai dil dhuundh rahaa hai ke meraa chaand kahaan hai2	chotii sii jhalak deke merii iid banaajaa2	taare	hai mere zakme jigar in men samaa jaa tuu kaun sii badalii men mere chaand hai aa jaa	pahaluu men liye haaye pahaluu men liye baithii huun dard bharaa dil2	mar jaaun yaa jiitii rahuun ye to bataajaa2	taare	hai mere zakme jigar in men samaa jaa tuu kaun sii badalii men mere chaand hai aa jaa
chupake se dil men aa base rah ke nazar se duur duur,bhaijan,1945,noorjehan zeenat begum,shyamsunder,padatau lakhanavii, chupake se dil men aa base rah ke nazar se duur duur jin ke qadam se ghar thaa ghar hain vohii ghar se duur duur	hogii naa kam ye bekalii dhuundhenge ham galii galii chhaanenge darbadar kii kaak aap ke dar se duur duur	ham pe taras na khaaiye ghar men to apane aaiye dekhenge dil kii aankh se rah ke nazar se duur duur	chupake se dil men aa base rah ke nazar se duur duur
mohaniyaa sundar mukhadaa khol,lal haveli,1944,noorjehan surendra,mir sahib,shums lucknowi, su mohaniyaa sundar mukhadaa khol	 su mohaniyaa sundar mukhadaa khol	sundar mukhadaa khol	mohaniyaa sundar mukhadaa khol	nu panchhii daardaar na dol	nu panchhii daardaar na dol	su mohaniyaa sundar mukhadaa khol	su man kii ho kis tarah ant abhilaashaa	su man kii ho kis tarah ant abhilaashaa	kuaan paas aur phir bhii pyaasaa	kuaan paas aur phir bhii pyaasaa	nu ruup badaa anamol ruup badaa anamol su sundar mukhadaa khol	mohaniyaa sundar mukhadaa khol	nu haal jo teraa huii hai meraa	nu haal jo teraa huii hai meraa	ek jagah donon kaa baseraa	ek jagah donon kaa baseraa	su prem kaa amarit gol	su prem kaa amarit gol	mohaniyaa sundar mukhadaa khol	mohaniyaa sundar mukhadaa khol	nu panchhii daardaar na dol	nu panchhii daardaar na dol	su mohaniyaa sundar mukhadaa khol	su mohaniyaa sundar mukhadaa khol	
piipal ki chhaanv men thandiithandii hawaaon men,dak bangla,1947,suraiya indrabadan bhatt,naresh bhattacharya,d n madhok, su	piipal ki chhaanv men	piipal ki chhaanv men	thandiithandii hawaaon men	thandiithandii hawaaon men	main to chhupchhup jaauungii	haath na aauungii matawaale	haath na aauungii matawaale	i	dhuundh hii lenge dhuundhane waale	dhuundh hii lenge dhuundhane waale	su	piipal ki chhaanv men	piipal ki chhaanv men	su	main kaalii badariyaa kii odhanii luungii	aur duur gagan men jaa ke koii kabar nahiin duungii	aur duur gagan men jaa ke koii kabar nahiin duungii	tum khojane jaaoge tumhen daraayenge baadarawaa kaale i	dhuundh hii lenge dhuundhane waale	dhuundh hii lenge dhuundhane waale	su	piipal ki chhaanv men	piipal ki chhaanv men	su	main to pihe kii pihuupihuu men kho jaauungii	bulabul kii zabaan men gum ho jaauungii re	gum ho jaauungii	tum khojane jaaoge khoj na paaoge o matawaale i	dhuundh hii lenge dhuundhane waale	dhuundh hii lenge dhuundhane waale	su	piipal ki chhaanv men	piipal ki chhaanv men	thandiithandii hawaaon men 
badaraa kii chhaanv tare nanhiinnanhiin buundiyaan,lekh,1949,suraiya mukesh,krishna dayal,raghupat rai, su	badaraa kii chhaanv tare nanhiinnanhiin buundiyaan	hilmil baithen donon yahiin man bhaaye re	aaii bahaar balamaa man naahiin maane	tujh bin saiyaan mohe suunaa jag laage	badaraa kii chhaanv tare nanhiinnanhiin buundiyaan	hilmil baithen donon yahiin man bhaaye re	mu	hilmil baithen donon koii na paas ho	hilmil baithen donon koii na paas ho	din kare raam aisaa aaii bahaar ho	din kare raam aisaa aaii bahaar ho	su	itut dhuundhuun baalam badaraa kii chhanv re	jiyaa nahiin laage moraa tum kis thaanv re	badaraa kii chhaanv tare nanhiinnanhiin buundiyaan	hilmil baithen donon yahiin man bhaaye re mu	man men umang more aankhon men pyaar jii	man men umang more aankhon men pyaar jii	honthon se nikale naam teraa har baar jii	honthon se nikale naam teraa har baar jii	su	badaraa kii chhaanv tare nanhiinnanhiin buundiyaan	hilmil baithen donon yahiin man bhaaye re	do	pyaar ke sapane sadaa suhaane	pyaar kare wo na apanebegaane	merii aankhon men suurat tumhaarii	raam kare na jaaye bisaarii	badaraa kii chhaanv tare nanhiinnanhiin buundiyaan	hilmil baithen donon yahiin man bhaaye re	hilmil baithen donon yahiin man bhaaye re	
zulfon men apanii ek dileshaidaa liye hue,nonfilm,1945,hemant kumar,dhiren mitra,, zulfon men apanii ek dileshaidaa liye hue jaataa hai koii ishq kii duniyaa liye hue	tere sivaa bhii hai koii donon jahaan men darapardaa sab hain terii tamannaa liye hue	duniyaa samajh sake na ye samajhaa sakuun kabhii qataraa hai merii aankh men dariyaa liye hue	saudaa hai dil men dilabarebaalaa baland kaa phirataa huun sar pe arshe muallaa liye hue
jhanananjhananan baaj rahii hai  aayaa raamraajy tyohaar,bharat milap,1942,chorus,shankar rao vyas,balam,	jhanananjhananan baaj rahii hai miithii jhaanjho kii jhanakaar aayaaaayaa raamraajy kii punyprabhaa kaa shubhtyohaar	aayaa raamraajy tyohaar	aayaa raamraajy tyohaar	aayaa raamraajy tyohaar	pharphar karataa dhwaj laharaaye	pharphar karataa dhwaj laharaaye	dwaardwaar men toran sajaaye	dwaardwaar men toran sajaaye	piit maal se nagar suhaaye	piit maal se nagar suhaaye	kesar chandan chhidakaa hai sab barasii phur gun paar	aayaa raamraajy tyohaar	aayaa raamraajy tyohaar	harshit hain sabahii narnaarii	harshit hain sabahii narnaarii	naachatgaawat dede taarii	naachatgaawat dede taarii	chamuchit	huii ayodhyaa saarii	huii ayodhyaa saarii	gharghar aur mandir men guunje raamraam jayakaar	raajaa raamachandra kii jay raajaa raamachandra kii jay jay jay jay raamnaam jayakaar aayaa raamraajy tyohaar	raajaa raamachandra kii jay raajaa raamachandra kii jay jay jay jay raamnaam jayakaar aayaa raamraajy tyohaar	raajbhawan men naubat baaje	raajbhawan men naubat baaje	jhuumat haathiighode saaje	jhuumat haathiighode saaje	mangal giit bandijan gaate	mangal giit bandijan gaate	mahaaraaj dasharath man chhaayaa hanshaanan kaa paath	aayaa raamraajy tyohaar	aayaa raamraajy tyohaar	saphal shukhon kii mangal karanii	saphal shukhon kii mangal karanii	harsh bharii kaushalyaa jananii	harsh bharii kaushalyaa jananii	daanmaan vidyan ko detii	daanmaan vidyan ko detii	maatrprem jarataa antar se	maatrprem jarataa antar se	sneh sudhaa kii dhaar aayaa raamraajy tyohaar	sneh sudhaa kii dhaar aayaa raamraajy tyohaar	
tiir pe tiir khaaye jaa zulmositam uthaaye jaa,roop lekha,1949,rafi,sajjad,khumar barabankvi,	tiir pe tiir khaaye jaa zulmositam uthaaye jaa ai mere beqaraar dil giit wafaa ke gaaye jaa	tiir pe tiir khaaye jaa zulmositam uthaaye jaa ai mere beqaraar dil giit wafaa ke gaaye jaa	kushii gamon ke andhere ko jagamagaatii hai kizaan ke baad hameshaa bahaar aatii hai	pyaar ke din bhii aayenge hizr ke din bitaaye jaa	pyaar ke din bhii aayenge hizr ke din bitaaye jaa	tiir pe tiir khaaye jaa zulmositam uthaaye jaa ai mere beqaraar dil giit wafaa ke gaaye jaa	na chhod sabr kaa daaman koii ye kah na sake ke chaar din bhii mohabbat men ranj sah na sake	jhel kushii se har sitam lab pe hansii basaaye jaa	jhel kushii se har sitam lab pe hansii basaaye jaa	tiir pe tiir khaaye jaa zulmositam uthaaye jaa ai mere beqaraar dil giit wafaa ke gaaye jaa 
phir fasale  naii manzilape aaii,roti,1942,akhtari bai,anil biswas,dr safdar aah, phir phasalesic bahaar aaii dile diiwaanaa phir joshe marasaratamen ek naarae mastaanaa	naii manzilape aaii jawaanii merii kyuun na ho jaaye dilakash kahaanii merii	bholii kaliyaan chamanako sajaane lagiin rangataajaa bahaare diikhaane sic lagii sic	le mubaarak tujhe shaadamaanii meriinaii manzilape	zindagiike taraane sunaataa chale aaj dil har kadam giit gaataa chale aake bulabul kare ham zabaanii meriinaii manzilape 
ruuth gaye more shyaam sakhii rii,ziddi,1948,female voice,khemchand prakash,prem dhawan,	ruuth gaye more shyaam sakhii rii chain main kaise paauun pyaar kii chubhan amit luteraa man mandir men kiyaa andheraa gokul dhuundhuun mathuraa dhuundhuun bolo main kit jaauun koii bolo main kit jaauun	shyaam milen to	shyaam milen to bali bali jaauun chham chham naachuun mangal gaauun	shyaam milen to bali bali jaauun chham chham naachuun mangal gaauun	soii priit jagaauun sakhii rii soii priit jagaauun sakhii rii soii priit jagaauun	soii priit jagaauun sakhii rii soii priit jagaauun sakhii rii soii priit jagaauun	gokul dhuundhuun mathuraa dhuundhuun bolo main kit jaauun koii bolo main kit jaauun	chun chun ke main aankh men motii	pirotii	chun chun ke main aankh men motii	aashaa ke main haar pirotii ruuthaa miit manaauun sakhii rii ruuthaa miit manaauun	kshamaa karo bhagawaan kshamaa karo bhagawaan mere tum mujhako man kii bhuul main to abhaagan terii daasii main charanon kii dhuul laaj bachaa lo merii prabhuu jii rakh lo meraa maan rakh lo meraa maan	kshamaa karo bhagawaan kshamaa karo bhagawaan mere tum mujhako man kii bhuul main to abhaagan terii daasii main charanon kii dhuul laaj bachaa lo merii prabhuu jii rakh lo meraa maan rakh lo meraa maan	kshamaa karo bhagawaan kshamaa karo bhagawaan mere tum mujhako man kii bhuul main to abhaagan terii daasii main charanon kii dhuul laaj bachaa lo merii prabhuu jii rakh lo meraa maan rakh lo meraa maan	
main to karuun pyaar piyaa,safar,1946,binapani mukerji,c ramchandra,g s nepali, main to karuun pyaar piyaa main to karuun pyaar main to karuun pyaar piyaa duur se bharamaae merii mulaaqaat kii raat biitii jaae biitii jaae main to karuun pyaar piyaa main to karuun pyaar	udate hue aae udate hue aae do panchhii do panchhii base baas unako lagii niind yahaan ham ko lagii payaas payaas jagii priit kii chain nahiin aae merii mulaaqaat kii raat biitii jaae biitii jaae main to karuun pyaar piyaa main to karuun pyaar	jii to kare chal ke manaa luun aaj unhen apanaa banaa luun apanaa banaa luun dil kisii ko paas bulaate hue sharamaae raat biitii jaae main to karuun pyaar piyaa main to karuun pyaar	merii naii duniyaa men jab se vo aae tab se main ne aangan men deep jalaae do nain bichhae intezaar hii men kahiin intezaar men intezaar hii men kahiin ghor naa ho jaae merii mulaaqaat kii raat biitii jaae biitii jaae main to karuun pyaar piyaa main to karuun pyaar
panchhii aur paradesii donon nahiin kisii ke miit,veena,1948,shamshad,anil biswas,swami ramanand, panchhii aur paradesii panchhii aur paradesii donon nahiin kisii ke miit panchhii aur paradesii	jaise nain se nikalaa aansuu phir naa nain samaae vaise hii paradesii saajan jaa kar laut naa aae birahaa kii ro ro ke jaae saarii umariyaa biit panchhii aur paradesii	man se aansuu aankh churaaen aag lagaaen aur naa bujhaaen premii ke nainon men bas kar phir naa nain milaaen apanaa bairii aap bane vo kare jo in se priit panchhii aur paradesii 
saanjh kii belaa jiyaa akelaa,chandralekha,1948,uma devi moti,s rajeswara rao,bharat vyas,	u	o	saanjh kii belaa	saanjh kii belaa jiyaa akelaa	gungungun kyaa gaaye	gungungun kyaa gaaye	main khadii akelii	main khadii akelii	yaad kisii kii aaye aaye aaye	saanjh kii belaa	saanjh kii belaa jiyaa akelaa	gungungun kyaa gaaye	main khadii akelii	yaad kisii kii aaye aaye aaye	saanjh kii belaa	saanjh kii belaa	baag men bhanware jhuum rahe hain	jhuum rahe hain	jhuum rahe hain	kaliyon ke munh chuum rahe hain	chuum rahe hain	more bhanware aa jaa aa jaa re	more bhanware aa jaa aa jaa re	ye kalii terii kumhalaaye	ye kalii terii kumhalaaye	haay haay	saanjh kii belaa	ab na piyaa mujhako tarasaavo aavo	ab na piyaa mujhako tarasaavo aavo	prem sudhaa barasaao aavo	prem sudhaa barasaao aavo	praan papiihaa	praan papiihaa	piyaapiyaa kar	piyaapiyaa kar	priitam tujhe bulaaye	mo	aa	ke jise dhuundhate phirate the more nainaa	more nainaa	wo yahaan chhupii hai more man kii mainaa	mainaa u	ham ruuth gaye kuchh bhii naa baat karenge	baat karenge	baat karenge	mo	ham ruuthane waalon ke nakhare bhii sahenge	sahenge	sahenge	u	tum pyaar bhare nainon se hamen lubhaaye mo	koii pyaar bhare hiraday men hamen basaaye u	e e e do	e e e 
laaii kushii kii duniyaa hansatii huii jawaanii,vidya,1948,suraiya mukesh,s d burman,anjum pilibhiti, su	haa haa	laaii kushii kii duniyaa hansatii huii jawaanii	laaii kushii kii duniyaa mu	ab bas men phuul ke hai bulabul kii zindagaanii su	laaii kushii kii duniyaa hansatii huii jawaanii	laaii kushii kii duniyaa	mu	apanii nazar kaa jaaduu	apanii nazar kaa jaaduu	kyaa puuchhate ho hamase	dekho jo muskaraa ke ho jaaye aag paanii su	laaii kushii kii duniyaa hansatii huii jawaanii	laaii kushii kii duniyaa	su	tum niind ban ke jab se aankhon men	aankhon men ghul gaye ho	niind ban ke jab se aankhon men ghul gaye ho	sapanon men naachatii hai	sapanon men naachatii hai	hanshans ke zindagaanii do	laaii kushii kii duniyaa hansatii huii jawaanii	laaii kushii kii duniyaa	mu	diipak kii roshanii par	jalate hain kyuun patange	jalate hain kyuun patange	su	ek aap kaa hai qissaa	ek hai merii kahaanii do	laaii kushii kii duniyaa hansatii huii jawaanii	laaii kushii kii duniyaa 
dillii kii galiyon men,doli,1947,zohra durrani,ghulam mohammed,nazim panipati, zoharaa	dillii kii galiyon men jiyaa naahii laage	main to dekhuungii bambaii	vaadaa karake biit gaye hai maarch aprail aur maii	main to dekhuungii bambaii	du	are dillii naa chhod ye to apanaa hai des zo	chalen ham tum bambaii wahaan dekhenge race du	yahaan dil ke tamaashe yahaan nainon ke khel	yahaan qutub saab kii laat zo	wahaan daadar aur parel	mil jaaenge us nagarii men tere jaise kaii	main to dekhuungii bambaii	du	yahaan sakhiyaan bhii hain torii mainyaa bhii hai	yahaan torii nanadiyaa kaa bhaiyaa bhii hai zo	wahaan izzat bhii hai aur rupaiyaa bhii hai	wahaan saigal bhii hai aur suraiyaa bhii hai	kyaa karuungii dillii men main	yaii yaii yaii yaii yaii	main to dekhuungii bambaii 
balaayen luun main us dil kii jo duniyaa ke liye ro de,jawab,1942,p c barua,kamal dasgupta,,	balaayen luun main us dil kii balaayen luun main us dil kii jo duniyaa ke liye ro de jahaan waalon ke ranjogam ko apane kuun se dho de	balaayen luun main us dil kii balaayen luun main us dil kii jo duniyaa ke liye ro de jahaan waalon ke ranjogam ko apane kuun se dho de	jalaa ke aashiyaan apanaa basaa ke gair kii mahafil	jalaa ke aashiyaan apanaa basaa ke gair kii mahafil	kisii ke sozegam men apane saache dil ko bhii kho de	kisii ke sozegam men apane saache dil ko bhii kho de	merii aankhon men usakii aankh hii izzat ke qaabil hai	merii aankhon men usakii aankh hii izzat ke qaabil hai	haan haan izzat ke qaabil hai jo aansuu ban ke bah jaaye jo aansuu ban ke bah jaaye usii ko kud men hii kho de	haan haan izzat ke qaabil hai jo aansuu ban ke bah jaaye jo aansuu ban ke bah jaaye usii ko kud men hii kho de	
tum bhii bhulaa do main bhii bhulaa duun,jugnu,1947,noorjehan,firoz nizami,m g adeeb or asghar sarhadi,	tum bhii bhulaa do main bhii bhulaa duun	tum bhii bhulaa do main bhii bhulaa duun	pyaar puraane guzare zamaane	pyaar puraane guzare zamaane	guzare zamaane tum bhii bhulaa do	chaandanii raaten aur nadii kinaaraa pyaar kii baaten aur pyaar hamaaraa bhuul saken naa phir bhii bhulaa den biit chuke hain din jo suhaane guzare zamaane tum bhii bhulaa do	gar apanaa tumhen ham banaa na sake mat samajho ye priit nibhaa naa sake ham duniyaa se majabuur huye tum aur bhii ham se duur huye dard naa jaanaa riit naa samajhii yuun lage aur ab tadapaane guzare zamaane tum bhii bhulaa do main bhii bhulaa duun 
more aangan men chhitakii chaandanii,jwar bhata,1944,parul ghosh,anil biswas,narendra sharma, more aangan men chhitakii chaandanii ghar aa jaa sajan chhedii koyal ne priit kii raaginii miithii raaginii	chandaa more ang jalaae priit kii jwaalaa sahii na jaae kumhalaae piyaa bin kaaminii	gaii sajan sang niind nigodii tadapat nit nainan kii jodii main banii terii bairaaginii
dil kii dhadakan banaa liyaa unako,mumtaz mahal mumtaz,1944,khursheed,khemchand prakash,wali sahab,	dil kii dhadakan banaa liyaa unako	dil kii dhadakan banaa liyaa unako	putaliyon men chhupaa liyaa unako	putaliyon men chhupaa liyaa unako	jinake chuumen qadam bahaaron ne	jinake chuumen qadam bahaaron ne	muskaraa kar lubhaa liyaa unako	muskaraa kar lubhaa liyaa unako	dil kii dhadakan banaa liyaa unako	tholiyaan dhuundhatii hain taaron kii	tholiyaan dhuundhatii hain taaron kii	maine jab se churaa liyaa unako	maine jab se churaa liyaa unako	dil kii dhadakan banaa liyaa unako 
dil le ke chale to nahiin jaaoge,natak,1947,suraiya,naushad,khumar barabankvi, dil le ke chale to nahiin jaaoge	 dil le ke chale to nahiin jaaoge	raajaa jii ho raajaa jii	raajaa jii ho raajaa jii	pyaar ko gudagudaayaa hai tumane	pyaar ko gudagudaayaa hai tumane	mohe apanaa banaayaa hai tumane	mohe apanaa banaayaa hai tumane	nazaron se to naahiin giraavoge	nazaron se to naahiin giraavoge	raajaa jii ho raajaa jii dil le ke chale to nahiin jaaoge raajaa jii ho raajaa jii	tumase nainaa mile kho gaii main jaagatejaagate so gaii main	tumase nainaa mile kho gaii main jaagatejaagate so gaii main	is nindiyaa se to na jagaavoge	is nindiyaa se to na jagaavoge	raajaa jii ho raajaa jii dil le ke chale to nahiin jaaoge raajaa jii ho raajaa jii	ghar jahaan hai mohabbat wahiin hai	ghar jahaan hai mohabbat wahiin hai	ghar binaa pyaar kuchh bhii nahiin hai	ghar binaa pyaar kuchh bhii nahiin hai	niradhan pe zulam to nahiin dhaavoge	niradhan pe zulam to nahiin dhaavoge	raajaa jii ho raajaa jii dil le ke chale to nahiin jaaoge raajaa jii ho raajaa jii 
baat takuun main terii kothe chadh ke,naach,1949,suraiya,husnlalbhagatram,mulkraj bhakri, baat takuun main terii kothe chadh ke	 baat takuun main terii kothe chadh ke	aajaa mere baalamaa bahaanaa kar ke	aajaa mere baalamaa bahaanaa kar ke	baat takuun main terii kothe chadh ke	baat takuun main terii kothe chadh ke	aajaa mere baalamaa bahaanaa kar ke	aajaa mere baalamaa bahaanaa kar ke	ho saawan aayaa hai aayiin thandii hawaayen thandii hawaayen	ho saawan aayaa hai aayiin thandii hawaayen thandii hawaayen	saathsaath laayii hain wo kaalii ghataayen kaalii ghataayen	saathsaath laayii hain wo kaalii ghataayen kaalii ghataayen	achchhaa nahiin rahanaa duniyaa se dar ke	achchhaa nahiin rahanaa duniyaa se dar ke	aajaa mere baalamaa bahaanaa kar ke	aajaa mere baalamaa bahaanaa kar ke	pak gaiin ankhiyaan taktak raah	pak gaiin ankhiyaan taktak raah	dil men jagii hai tere milane kii chaah milane kii chaah	dil men jagii hai tere milane kii chaah milane kii chaah	tere milane ko meraa jiyaa dhadake	tere milane ko meraa jiyaa dhadake	aajaa mere baalamaa bahaanaa kar ke	aajaa mere baalamaa bahaanaa kar ke	ho ke diiwaanii main to tere pyaar men tere pyaar men	ho ke diiwaanii main to tere pyaar men tere pyaar men	khadii huun main to sajan tere intazaar men tere intazaar men	khadii huun main to sajan tere intazaar men tere intazaar men	dil men aankhon men terii yaad bhadake	dil men aankhon men terii yaad bhadake	aajaa mere baalamaa bahaanaa kar ke	aajaa mere baalamaa bahaanaa kar ke	baat takuun main terii kothe chadh ke	baat takuun main terii kothe chadh ke	aajaa mere baalamaa bahaanaa kar ke	aajaa mere baalamaa bahaanaa kar ke	
