Title,Film,Year,Singer,Composer,Lyricist,Lyrics
o dupattaa rang de meraa rangarez ho gaii sarason piiliipiilii,gajre,1948,suraiya,anil biswas,g s nepali,  o dupattaa rang de meraa rangarez ho gaii sarason piiliipiilii  2 aaj harii kal laal chadariyaa parason odhuun niilii 2 o dupattaa rang de meraa rangarez ho gaii sarason piiliipiilii  suboh ko pahanuun to sajanawaa aaspaas mandalaaye 2  shaam ko pahanuun to balam ghar chhod kahiin na jaaye balam ghar chhod kahiin na jaaye  2 raat andherii ho to ho jaauun juganuun sii chamakiilii 2  o dupattaa rang de meraa rangarez ho gaii sarason piiliipiilii  man men naii umang ang men chunarii dhiiliidhiilii 2 apane piyaa se kuchh na siikhuun 2 jab na mujhe tan dhiilii pad gaii jab na mujhe tan dhiilii honth ranguun main laalgulaabii aankhon se sharmiilii 2  o dupattaa rang de meraa rangarez ho gaii sarason piiliipiilii 
dar naa mohabbat kar le,andaz,1949,lata shamshad begum,naushad,majrooh, la dar naa mohabbat kar le 2   ulfat se jholii bhar le   duniyaa hai chaar din kii   jii le chaahe mar le   ho o do dar naa mohabbat kar le 2  la duniyaa faanii tuu bhii faanii   letaa jaa ulfat kii nishaanii sh do lafazon kii ek kahaanii   ek mohabbat ek javaanii   yaad ise tuu kar le 2 do dar naa mohabbat kar le 2 la ulfat se jholii bhar le threedots   ho o do dar naa mohabbat kar le 2  sh duniyaa to kaanton kaa ek van hai   aur ulfat phuulon kaa chaman hai la kar le vahii jo dil kii lagan hai   soch naa manzil dil kii kathin hai   ho dil kii kathin hai   is manzil se guzar le 2   dar naa mohabbat kar le 2 sh ulfat se jholii bhar lethreedots   ho o do dar naa mohabbat kar le 2  la kahanaa jo tumane meraa na maanaa   piichhe padegaa phir pachhataanaa sh dekh le apanaa   kar le thikaanaa   ye hai mohabbat   vo hai zamaanaa 2 do hans le yaa aahen bhar le 2   dar naa mohabbat kar le 2 
ud jaavuun re main to taaron kii duniyaa men,amrapali,1945,amirbai,saraswati devi,pradeep,  ud jaavuun re 2 main to taaron kii main to taaron kii duniyaa men ud jaavuun re ud jaavuun re 2 main to taaron kii duniyaa men ud jaavuun re  aaj jo main pankh kahiin paauun re paauun re sapanon kii nagarii men main ud jaavuun re jaavuun re taaron ko  tod laauun re ud jaavuun re 2 main to taaron kii duniyaa men ud jaavuun re  diikhate hain dekho kitane pyaarepyaare niilam kii thaalii men chamcham sitaare aapas men khel rahe aankhmicholii 2 main man men lalachaauun re ud jaavuun re 2 main to taaron kii duniyaa men ud jaavuun re  merii jawaanii ne kholii hai paankhen aaj milaavungii aaj milaavungii main chandaa se aankhen e e chandaa se aankhen chal mere manavaa aakaash kii or 2 main tujhape waar jaavuun re ud jaavuun re 2 main to taaron kii duniyaa men ud jaavuun re 
taqadiir men likhaa hai merii thokaren khaanaa bedard zamaanaa,age badho,1947,khursheed,sudhir phadke,amar varma,  taqadiir men likhaa hai merii thokaren khaanaa haan bedard zamaanaa 2  ab kaun sune dil kii kahaanii mere pochhegaa kaun aankhon kaa paanii mere ye din isii khaanaa bado ke pyaar kiyaa kyuun pyaar kiyaa marane na diyaa jiinaa bhii dushawaar kiyaa aayaa na chaar din bhii tumhen pyaar nibhaanaa haay pyaar nibhaanaa bedard zamaanaa  maiyaa ne mujhe chhod diyaa baabul ne mukh mod liyaa saajan ne bhii dil tod diyaa haay is dard kii maarii kaa rahaa kaun thikaanaa main kisase aaj ro ke sunaavuun ye fasaanaa sunaavuun ye fasaanaa 2 bedard zamaanaa  hai raat andherii mere dil men hai andheraa mere dil men hai andheraa ujadaa huaa hai aaj meraa kal kaa baseraa haay kal kaa baseraa bhagawaan 4 bhagawaan merii raat kaa kab hogaa saweraa kab tak tujhe manazuur hai yuun mujhako rulaanaa haay mujhako rulaanaa haay 3 bedard zamaanaa 2 
dindin joban dhalataa jaaye  tere bin din naahiin biiten re,do dil,1947,suraiya,govind ram,d n madhok, dindin joban dhalataa jaaye dindin dhale jawaanii ai paradesii laut ke aa jaa jiiwan ek kahaanii   tere bin din naahiin biiten re tere bin biiten na raaten  2 kab paradesii ghar aaoge 2 kab hongii mulaakaaten  mujhe chandaa daraaye 2 moraa suunii atariyaa pe jiyaa ghabaraaye 2 haayhaay  chhamchham niir barasaauun main yaad aayen biitii baaten  2  munh dekhii kii thaarii priit jaanii hai jaanii hai 2 aajaa aajaa aajaa 2 jaa ke na aaye jawaanii mastaanii hai 2 kab aayenge din wo jiyaa puuchhe kab hongii mulaakaaten  tere bin din naahiin biiten re tere bin biiten na raaten kab paradesii ghar aaoge 2 kab hongii mulaakaaten 
na ho koii jahaan chalen hamtum wahaan,natak,1947,suraiya amar,naushad,khumar barabankvi, do 	na ho koii jahaan 2 	chalen hamtum wahaan 	na ho koii jahaan 2 	chalen hamtum wahaan  	dhadake dil milmil ke nikale aramaan 	na ho koii jahaan 2 	chalen hamtum wahaan  a 	yuunhii gaate rahen gunagunaate rahen 2 	furaqat ke gam na sahen 2 su 	 yuunhii ham aapako yaad aate rahen 	mil ke ye do dil kahen  2 do 	kabhii aaye na apane chaman men kizaan 	na ho koii jahaan 2 	chalen hamtum wahaan  su 	kahiin apanaa banaa ke na denaa dagaa 2 	hai ye duniyaa bewafaa 2 a 	 nahiin mumakin ke tumase karuun main jafaa 	honge na hamtum judaa  2 do 	rahe yuun hii hamaarii mohabbat jawaan 2 	na ho koii jahaan 2 	chalen hamtum wahaan 	na ho koii jahaan 2 	chalen hamtum wahaan 
apanon se shiqaayat hai naa gairon se gilaa hai,paraye bas men,1946,zeenat begum,vinod,, apanon se shiqaayat hai naa gairon se gilaa hai 2 jo kuchh merii taqdiir men 2 likhaa thaa milaa hai apanon se shikaayat hai naa gairon se gilaa hai  kehate hain ye aankhon men tadapate hue aansuu 2 ye umra ka ronaa tere hansane kii sazaa hai 2  kyuun dard saa uthataa hai 2 umangon bhare dil men 2 kyuun dard ke tuufaan men dil duub rahaa hai 2  apanon se shikaayat hai naa gairon se gilaa hai jo kuchh merii taqdiir men 2 likhaa thaa milaa hai
ai duniyaa bataa  gharghar men diiwaalii hai,kismat,1943,amirbai,anil biswas,pradeep,  ai duniyaa bataa hamane bigaadaa hai kyaa teraa  gharghar men diiwaalii hai mere ghar men andheraa mere ghar men andheraa  2  bachapan men chhod ke mere baabul chale gaye bahanaa chalii gaii mere saajan chale gaye 2 kisamat kii thokaron ne kiyaa haal kyaa meraa 2 gharghar men diiwaalii hai mere ghar men andheraa  hamane to fakiiron se sunii thii ye kahaanii qisamat kii lakiiron se bandhii duniyaa diiwaanii do ghar ke biich men bhii hai diiwaar kaa gheraa gharghar men diiwaalii hai mere ghar men andheraa  chaaron taraf lagaa huaa miinaabazaar hai dhan kii jahaan pe jiit gariibon kii haar hai insaaniyat ke bhes men phirataa hai luteraa jii chaahataa sansaar men main aag lagaa duun soye huye insaan kii qisamat ko jagaa duun thokar se udaa duun main dayaadharm kaa deraa  ab kisako sunaaun main meraa gam kaa taraanaa patthar ke dilon ne meraa dukhdard naa jaanaa mere jigar ke tukadon ko kisane bikheraa uf kisane bikheraa gharghar men diiwaalii hai mere ghar men andheraa 2 gharghar men diiwaalii hai mere  chhotii sii merii binatii suno ai more raajaa 2 o suno ai more raajaa ek baar mere pyaar ke panaghat pe to aajaa o panaghat pe to aajaa ai more raajaa tere binaa shamashaan hai bulabul kaa baseraa gharghar men diiwaalii hai  mere ghar men andheraa 2   ai duniyaa bataa 2 ai duniyaa bataa hamane bigaadaa hai kyaa teraa  gharghar men diiwaalii hai mere ghar men andheraa mere ghar men andheraa  2   bachapan men chhod ke mere baabul chale gaye  2 bahanaa chalii gaii mere saajan chale gaye 2 qisamat kii thokaron ne kiyaa haal kyaa meraa 2 gharghar men diiwaalii hai mere ghar men andheraa 2   main jisako dhuundhatii huun andhiyaarii raat men phuute huye nasiib kaa diipak le haath men  2 rote hii rote haay 2 ho jaayegaa saveraa gharghar men diiwaalii hai mere ghar men andheraa 2   hamane to fakiiron se sunii thii ye kahaanii qisamat kii lakiiron se bandhii duniyaa diiwaanii  2  do ghar ke biich men bhii hai diiwaar kaa gheraa  2  gharghar men diiwaalii hai mere ghar men andheraa mere ghar men andheraa  2  chaaron taraf lagaa huaa miinaabazaar hai dhan kii jahaan pe jiit gariibon kii haar hai insaaniyat ke bhes men phirataa hai luteraa jii chaahataa sansaar men main aag lagaa duun soye huye insaan kii qisamat ko jagaa duun thokar se udaa duun main dayaadharm kaa deraa   ab kisako sunaaun main apanaa gam kaa taraanaa patthar ke dilon ne meraa dukhdard naa jaanaa  2 mere jigar ke tukadon ko kisane bikheraa uf kisane bikheraa gharghar men diiwaalii hai mere ghar men andheraa 2 gharghar men diiwaalii hai mere  chhotii sii merii binatii suno ai more raajaa 2 o suno ai more raajaa ek baar mere pyaar ke panaghat pe tuu aajaa o panaghat pe tuu aajaa ai more raajaa  tere binaa shamashaan hai bulabul kaa baseraa  2  gharghar men diiwaalii hai mere ghar men andheraa mere ghar men andheraa  2 
madabharii rut jawaan hai,nartaki,1940,pankaj mullick,pankaj mullick,munshi aarzoo,  madabharii rut jawaan hai 2 rut jawaan hai gaal rang bhare man umang bhare 2 aankh ras tapakaaye rut jawaan hai madabharii rut jawaan hai  daal kii lachak paat kii lahak phuul kii mahak lalachaaye 2 yuun bich balamaa yuun bich balamaa duur dikhaaye kaliikalii musakaaye madabharii rut jawaan hai  chanchal ruup damakatii daamin lalachaa kar tarasaaye 2 isii lagan men aisaa duube isii lagan men aisaa duube aap bhii gum ho jaaye rut jawaan hai madabharii rut jawaan hai 
jhuumjhuum ke naache re manawaa,kamal,1949,surendra nath,s d burman,prem dhawan,  jhuumjhuum ke naach re manawaa naach re manawaa gaaye jaa gaaye jaa gaaye jaa  2 jhuumjhuum ke naach re manawaa  aaii bahaar kar ke solah singaar dekho aaii re aaii bahaar kar ke solah singaar dekho tan men man men jaagaa hai pyaar dekho aaii bahaar kar ke solah singaar dekho ho man gaaye jaa tadapaaye jaa hanshans ke jiiwan bitaaye jaa bitaaye jaa  gaaye jaa gaaye jaa gaaye jaa jhuumjhuum ke naach re manawaa naach re manawaa gaaye jaa gaaye jaa gaaye jaa jhuumjhuum ke naach re manawaa  jhaarjhaar pe jhuumen bhanwaraa jhuumen bhanwaraa kaliikalii ko chuumen bhanwaraa chuumen bhanwaraa man gaaye jaa tadapaaye jaa hanshans ke jiiwan bitaaye jaa bitaaye jaa  gaaye jaa gaaye jaa gaaye jaa jhuumjhuum ke naach re manawaa naach re manawaa gaaye jaa gaaye jaa gaaye jaa jhuumjhuum ke naach re manawaa  naache re  ithalaate naache re gorii naache lachake kamariyaa ho lachake kamariyaa khanananankhanananan baaje ghungharawaa ho baaje ghungharawaa ho lachake kamariyaa  ho man gaaye jaa tadapaaye jaa hanshans ke jiiwan bitaaye jaa bitaaye jaa  gaaye jaa gaaye jaa gaaye jaa jhuumjhuum ke naach re manawaa 
siine men aag bhadakatii hai  ai ishq hamen barabaad na kar,naach,1949,suraiya rafi,husnlalbhagatram,sarshar sailani, su 	siine men aag bhadakatii hai aankhon se paanii bahataa hai 	kuchh aisii chot lagii dil par dil roro kar ye kahataa hai  	ai ishq hamen barabaad na kar 4  	dil tod ke man kaa miit gayaa 	ham haar gaye gam jiit gayaa 	kushiyon kaa zamaanaa biit gayaa 	kushiyon kaa zamaanaa yaad na kar  ra 	ai ishq hamen barabaad na kar 2  	kyuun rote hain do diiwaane 	bedard zamaanaa kyaa jaane 	bedard zamaane se ai dil 	ummiid na rakh fariyaad na kar  su 	ai ishq hamen barabaad na kar 2  	pahale to qafas men qaid kiyaa 	saiyyaad ne phir ye huqm diyaa 	honthon ko sii ashqon ko pii 	aansuu na bahaa fariyaad na kar  su 	ai ishq hamen barabaad na kar 4 
niraalaa mohabbat kaa dastuur dekhaa,dillagi,1949,suraiyya,naushad,shakeel,   ho niraalaa mohabbat kaa dastuur dekhaa dastuur dekhaa vafaa karane waalon ko majabuur dekhaa haay majabuur dekhaa  2  muhobbat ke maaron kii haalat naa puuchho 2 haalat naa puuchho o judaaii se sadamon se dil chuur dekhaa dil chuur dekhaa  vafaa karane waalon ko majabuur dekhaa haay majabuur dekhaa ho niraalaa mohabbat kaa dastuur dekhaa dastuur dekhaa vafaa karane waalon ko majabuur dekhaa haay majabuur dekhaa  kahen haay kis dil se kyaa ham pe guzarii 2 kyaa ham pe guzarii o tujhe apanii duniyaa se jab duur dekhaa jab duur dekhaa  vafaa karane waalon ko majabuur dekhaa haay majabuur dekhaa 
jaag ai sonewaale koii jagaane aayaa,tadbir,1945,suraiya,lal mohammed,swami ramanand, jaag ai sonewaale 2 koii jagaane aayaa 2  jaag ai sonewaale 2 koii jagaane aayaa 2  kyun chhupaa tuu aankhen milaa ke 2 merii soii merii soii priit jagaa ke  baarbaar main luun angadaaii 2  chain gayaa chain gayaa niind naa aaii  2 bhor kaa panchhii dekh 2 giit sunaane aayaa 2  jaag ai sonewaale 2 koii jagaane aayaa 2  pyaar kii mastii men aaj mujhe kho jaane de 2 do dilon ko ek ho jaane de 2 khel le tuu dilon ke khel 2 koii khilaane aayaa 2 aaj kaa chaand hamen 2 ek banaane aayaa 2  jaag ai sonewaale 2 koii jagaane aayaa 2 
man mor huaa matavaalaa,afsar,1948,suraiyya,s d burman,pt narendra sharma,  man mor huaa matavaalaa kisane jaaduu daalaa re kisane jaaduu daalaa man mor  ghir ghir aaii 2  kaarii badariyaa bole praanpapiihaa piyaa piyaa piyaa jiyaa sharamaaye2 muskaaii aramaanon kii jayamaalaa matawaalaa huaa matawaalaa kisane jaaduu daalaa re kisane jaaduu daalaa man mor  tum suhaag ho main suhaganii  suhaaganii main suhaaganii tum sur ho main madhur raaginii main suhaganii tum nasnas ras kii phuaar main romrom madhushaalaa matavaalaa huaa matawaalaa kisane jaaduu daalaa re kisane jaaduu daalaa man mor 
madhur madhur gaa re manavaa,bhakt surdas,1942,khursheed,gyan dutt,d n madhok, madhur madhur gaa re manavaa madhur madhur gaa  nai dhadakan kii  giit milan kii  sur men man ke taar dede  man ka sandesaa  madhur madhur gaa threedots  sapan suhaanaa meraa  madhur taraanaa teraa  rahun na hosh men  man hosh se behosh banaa  aisaa rang jamaa  aisaa rang jamaa  madhur madhur gaa threedots madhur madhur gaa re manava  madhur madhur gaa threedots
aa jaa rii nindiyaa tuu aa ke na jaa,zeenat,1945,noorjehan,hafiz khan,,     huun  aa jaa rii nindiyaa tuu aa ke na jaa nanhii sii aankhon men ghulmil jaa  2 aa jaa rii nindiyaa  aa baag men koii kalii jo chitake aankh isakii khul jaatii hai hawaa se kah do dhiire aaye 2 niind kisii ko aatii hai 3  aa jaa rii nindiyaa tuu aa ke na jaa nanhii sii aankhon men ghulmil jaa aa jaa rii nindiyaa  suuraj kii tez dhuup hai duniyaa subah sahe aur shaam nahiin dil kii kahaanii kyaa kahiye aagaaz to hai anjaam nahiin  huuk sii dil men uthatii hai 2 jab yaad kisii kii aatii hai yaad kisii kii aatii hai 2  aa jaa rii nindiyaa tuu aa ke na jaa nanhii sii aankhon men ghulmil jaa aa jaa rii nindiyaa 
wo aa ke kwaab men taskiineiztaraab to de,nonfilm,1948,saigal,,mirza ghalib, e ra wo aa ke kwaab men taskiineiztaraab to de wale mujhe tapishedil majaalekwaab to de 3  kare hai qatl lagaawat men kare hai qatl lagaawat men teraa ro denaa are teraa ro denaa terii tarah koii tegenigah ko aab to de 2 wo aa ke kwaab men  pilaa de ok se saaqii jo hamase nafarat hai e pilaa de oak se saaqii gar hamase nafarat hai piyaalaa gar nahiin detaa na de sharaab to de 2 wo aa ke kwaab  asad kushii se mere haathpaanv phuul gaye 2 kahaa jo usane zaraa mere paanv daab to de 2  wo aa ke kwaab men taskiineiztaraab to de wo aa ke kwaab men tas 
pyaar banake  aaj meraa dil kisii pe aa gayaa,vidya,1948,lalita dewoolkar,s d burman,, oo pyaar banake pyaar banake mujh pe koii chaa gayaachaa gayaa re aaj meraa dil kisii pe aa gayaa aaj meraa dilaaj meraa dil kisii pe aag ayaa  o nainon kii niind merii le gayaa re le gayaa miitha miitha dard dil men de gayaa re de gayaa oo lut gaii lut gaii re mainkisii kaa kyaa gayaakyaa gayaa re aaj meraa dil threedots  baahen  khule aaj khadiipriit divaanii aaj mere bas men nahiin merii javaanii haay merii javanii2 oo dil mere dil mere pahaluu se gayaagayaa gayaa haay gayaa re aaj meraa dil threedots  aankhon se aankh milii kaliyon ki paas khilii jiivan men aaii bahaar2 oo dil kii kalii dil kii kaliiaaj bhanvaraa paa gayaa paa gayaa re aaj meraa dil threedots oo pyaar banake
phir aah dil se nikalii  shaayad vo jaa rahe hain,mela,1948,zohra bai,naushad,shakeel, phir aah dil se nikalii tapakaa lahuu jigar se shaayad vo jaa rahe hain chhupakar merii nazar se chhupakar merii nazar se4 shaayad vo jaa rahe hain chhupakar merii nazar se  maaluum kyaa thhaa dil par ik ye sitam bhii hogaa aayenge aur aakar phir jaayenge vo dar se phir jaayenge vo dar se4 aayenge aur aakar phir jaayenge vo dar se  vo jaanate to honge majabuuriyaan hamaarii ham jinako dekhate hain hasarat bharii nazar se hasarat bharii nazar se4 ham jinako dekhate hain hasarat bharii nazar se  ham ho gaye paraaye ab unase vaasataa kyaa keh de ye unase koii guzare naa vo idhar se guzare naa vo idhar se4 keh de ye unase koii guzare naa vo idhar se
ye kaun aayaa re karake ye solaa singaar,ziddi,1948,lata kishore,khemchand prakash,prem dhawan, kishore  ye kaun aayaa  ye kaun aayaa reee  karake ye solaa singaar kaun aayaa   aankhon men rangiin bahaaren liye  hothon pe amrit kii dhaaren liye  luut liyaaaa  luut liyaa kisane ye dil kaa qaraar   mere dil kaa qaraar  tan man men chhaayaa hai pyaar  oo kaun aayaa   lata  ooo more raajaa oooo  ooo o more raajaa  jhuutaa na ho teraa pyaar raajaa  jhuutaa na ho teraa pyaar  sone kii gangaa men bahate ho tum  sitaaron kii duniyaa men rahate ho tum  vahaan kaise pahunchegii merii pukaar  raajaa merii pukaar  ooo threedots   k   ooo threedots  main in uunche mahalon ko thukaraauungaa  l   ooo  k   jahaan bhii pukaaro chalaa aauungaa  tum dil kii daulat ho sukh kii bahaar  mere sukh kii bahaar  ooo   l  ooo  na rah jaauun maalaa pirotii kahiin  na lut jaaye aashaa ke motii kahiin  na tuute kahiin   na tuute kahiin man kii biinaa ke taar   merii biinaa ke taar  ooo   k  ooo  jo ruuthegii duniyaa manaa luungaa main  jo girane lagogii sambhaaluungaa main  maanenge na ham zamaane se haar re  zamaane se haar   in unison  maanenge na ham zamaane se haar re  zamaane se haar  ooo ooo ooo 
diiwaalii kii raat piyaa ghar aane waale hain,amar kahani,1949,suraiyya,husnlalbhagatram,rajinder krishan,   diiwaalii kii raat piyaa ghar aane waale hain sajan ghar aane waale hain balam ghar aane waale hain  2   jhuumjhuum kar diye kii baatii mere dil ko kare ishaaraa  2  jaan gaii main aane waalaa hai teraa saajan pyaaraa  2  diiwaalii kii raat piyaa ghar aane waale hain sajan ghar aane waale hain balam ghar aane waale hain   jin galiyon se aaye balamawaa un galiyon men nain bichhaauun  qadamqadam par aashaaon ke diip jalaatii jaauun  2  diiwaalii kii raat piyaa ghar aane waale hain sajan ghar aane waale hain balam ghar aane waale hain   aaj raat aankhonaankhon men kah duungii sab dil kii baaten  2  rozroz kab aatii hain ye madur milan kii raaten  2   diiwaalii kii raat piyaa ghar aane waale hain sajan ghar aane waale hain balam ghar aane waale hain  2 
balamaa patavaarii ho gaye,pagdandi,1947,munawwar sultana,khurshid anwar,d n madhok,     balamaa patavaarii ho gaye naukar sarakaarii ho gaye balamaa balamaa patavaarii ho gaye naukar sarakaarii ho gaye  are o dagar chalane waale are o are o dagar chalane waale merii matakii dhulakii jaaye uthaa le 2  mat ghuurghuur ke dekho hamen jisjis ne yuun dekhaa hamako juramaane bhaarii ho gaye  2  balamaa balamaa patavaarii ho gaye naukar sarakaarii ho gaye  are o gaanv waalaa wo are o are o gaanv waalaa wo kud jahaan dekh lo ghusghus jaao 2  patawaarii sabakaa afasar hai ye bade saab kaa kahanaa hai aadar bhii jaarii ho gaye  2  balamaa balamaa patavaarii ho gaye naukar sarakaarii ho gaye  are o dagar chalane waale are o are o dagar chalane waale merii matakii dhulakii jaaye uthaa le 2  mat ghuurghuur ke dekho hamen jisjis ne yuun dekhaa hamako juramaane bhaarii ho gaye  2  balamaa balamaa patavaarii ho gaye naukar sarakaarii ho gaye 
chale pavan kii chaal,doctor,1941,pankaj mullick,pankaj mullick,pradeep, chale pavan kii chaal jag men chale pavan kii chaal yahii chaal hai jag sevaa kaa yahii jiivan sukhapaal ho chale pavan kii chaal threedots  is nagarii kii dagardagar men laakhon hain janjaal saktii naramii sardii garmii ek saanche men dhaal ho chale pavan kii chaal jag men threedots  duhkh kaa naash ho sukh kaa paalan donon bojh sambhaal chubhate kaante pis pis jaae phuul na ho paamaal chale pavan kii chaal jag men threedots  kat na sake yah lambaa rastaa kate hazaaron saal jahaan pahunchane par dam tuute hai vahii kaal akaal chale pavan kii chaal jag men threedots 
boot polish karawaa le baabuu,ghar ki izzat,1948,meena kapoor,pt gobindram,i c kapoor,  boot polish karawaa le baabuu  o jaane waale dekh chamaacham darapan tujhe pukaare 2  jyuunjyuun chamake boottumhaare qisamat merii jaage qisamat merii jaage jyuunjyuun chamake boottumhaare qisamat merii jaage tere buuton ke sang men ho meraa jiiwan bhaage daulatawaale hote hain majabuuron ke rakhawaale 2  aashaa ke do aansuu aankhon men hii piine de 2 laakh duaayen denge tujhako majabuuron ko jiine de 2 ham bhii tere desh ke hain o daataa rahane waale 2 
nayaa nainon men rang naii uthii umang,singaar,1949,suraiya,khurshid anwar,d n madhok,  nayaa nainon men rang naii uthii umang jiyaa bole miithii baanii ek tum ho saath duuje haath men haath tiije shaam sunaanii  2   shaam ke pyaare rangon men aavo aavo jii chhipchhip jaayen  2  dhuundhaa karen dhuundhane waale ham haath na aayen  2 madamast hawaayen hamen le ke wahaan jaayen jahaan nis kii jawaanii  ek tum ho saath duuje haath men haath tiije shaam sunaanii nayaa nainon men rang naii uthii umang jiyaa bole miithii baanii ek tum ho saath duuje haath men haath tiije shaam sunaanii  din se duganii raat se tiganii shaam hamaarii ho jaaye 2 dhalataa suuraj ugataa chandaa raat talak kho jaaye 2 charanon men balam tore pade rahen ham yuun bitaayen zindagaanii  ek tum ho saath duuje haath men haath tiije shaam sunaanii nayaa nainon men rang naii uthii umang jiyaa bole miithii baanii ek tum ho saath duuje haath men haath tiije shaam sunaanii 
jawaanii ke daaman ko rangiin banaa le,shahjehan,1946,shamshad,naushad,majrooh, jawaanii ke daaman ko rangiin banaa le 2 uthaa le mohabbat kii tohamat uthaa le 2 jawaanii ke daaman ko rangiin banaa le   tere ruuk pe aayegii rangat sahar kii hansaa degii kalilyon ko shokii nazar kii  2 ye nazaren kisii se milaakar jhukaa le  uthaa le mohabbat kii tohamat uthaa le 2 jawaanii ke daaman ko rangiin banaa le   ye badamast raaton kaa ghahawaaraa  zulfen ye joshejawaanii ye aawaaraa zulfen  2 in aawaaraa zulfon kii raaten basaa le  uthaa le mohabbat kii tohamat uthaa le 2 jawaanii ke daaman ko rangiin banaa le   nikal kar ulajhanaa ulajhakar nikalanaa hai insaan kii azamat sau kaanton men chalanaa  2 ye kyaa hai jo gul se bhii daaman bachaa le  uthaa le mohabbat kii tohamat uthaa le 2 jawaanii ke daaman ko rangiin banaa le   ye raaten tujhe gudagudaayengii lekin ye aankhen terii muskuraayengii lekin  2 agar ye kalish apane dil men basaa le  uthaa le mohabbat kii tohamat uthaa le 2 jawaanii ke daaman ko rangiin banaa le   biiyaawaan bhii hai gulasitaan dil ke haathon ye duniyaa hai duniyaa yahaan dil ke haathon bahot hai agar do ghadii muskuraa le  uthaa le mohabbat kii tohamat uthaa le 2 jawaanii ke daaman ko rangiin banaa le   jawaanii to hai ek shay aaniijaanii banaatii hai ulfat ise gairfaanii jawaanii ko aa gairfaanii banaa le  uthaa le mohabbat kii tohamat uthaa le 2 jawaanii ke daaman ko rangiin banaa le  jawaanii ke daaman ko rangiin banaa le uthaa le mohabbat kii tohamat uthaa le 2 jawaanii ke daaman ko rangiin banaa le
mere liye jahaan men chain naa qaraar hai,khandan,1942,noorjehan,ghulam haider,d n madhok, mere liye jahaan men chain naa qaraar hai dil men hain beqaraariyaan aankhon men intizaar hai  dil pe zaraa sii thes dii yaas kaa rang bhar diyaa dhiire se muskuraa diye kahane lage ye payaar hai  aankhon men dil utar gayaa duniyaa kaa dard bhar gayaa thaame jigar sune koii gaanaa nahiin pukaar  hai
chaandanii aaii ban ke pyaar o saajanaa,dulari,1949,shamshad,naushad,shakeel,   chaandanii aaii ban ke pyaar o saajanaa o saajanaa  2  laagii mere dil par kataar o saajanaa o saajanaa  2  jiiwan men priit naa ho ye bhii hai riit koii 2  dekho jii mere binaa gaanaa naa giit koii  2 gaanaa naa giit koii tuut naa jaayen dil ke taar o saajanaa o saajanaa laagii mere dil par kataar o saajanaa o saajanaa  bedardii sainyaan mujh dukhiyaa kii laaj rahe 2  kahane kii baat nahiin ab tumase kaun kahe  2 ab tumase kaun kahe sun lo mere dil kii pukaar o saajanaa o saajanaa laagii mere dil par kataar o saajanaa o saajanaa  ankhiyaan milaa kar zaraa ulfat kaa rang bharo 2  mere ban jaavoge tum isakaa ikaraar karo  2 isakaa ikaraar karo aataa nahiin dil baarbaar o saajanaa o saajanaa laagii mere dil par kataar o saajanaa o saajanaa  chaandanii aaii ban ke pyaar o saajanaa o saajanaa 
main terii tuu meraa donon kaa sang sang ho baseraa,aapki sewa mein,1947,mohantara talpade rafi,datta davjekar,mahipal, ta haa haa threedots     main terii tuu meraa     donon kaa sang sang ho baseraa     chhod ke mujhako kidhar chale     bichhade duur hue     main terii tuu meraa bo donon kaa sang sang ho baseraa  ta aao jhuulate chale kinaare ra paanii men ho mahal hamaare     laharlahar men doldol kar     naache pavan chakoraa bo laharlahar men doldol kar     naache pavan chakoraa ta main terii tuu meraa   threedots  ra man kii raanii man pe chhaao     prem hilorii laao ta ghir ghir kaale baadal aaye ra aao maine haath badhaae ta sajan daalane aaj yahaan     miithe sapanon kaa gheraa ta main terii tuu meraa   threedots
bhiigiibhiigii palaken hain aur dil men yaad tumhaarii hai,bela,1947,zohrabai ambalewali,bulo c rani,d n madhok,  bhiigiibhiigii palaken hain aur dil men yaad tumhaarii hai is pe bhii o bedardii pyaar kii baazii haarii hai  tumhen chaahaa ye kyaa kiyaa maine dukh zamaane kaa le liyaa maine kabhii dushman kii bhii na ho jo haalat aaj hamaarii hai is pe bhii o bedardii threedots  are o chaand baadalon men jaa ki meraa chaand bhii hai chhip gayaa ujaalaa kyon rahe jahaan men merii to ujadii duniyaa saarii hai is pe bhii o bedardii threedots 
aao chalen manavaa more duur kahiin re,amar prem,1948,rajkumari rafi,datta thaakar,mohan mishra, raaj aao chalen manavaa more duur kahiin re  rafi saagar ke chhor kahiin raaj haan haan ambar ke or rafi kshitij bane niid jahaan baadal jhuke ghor raaj more anganaa ke diip banii taaron kii paantii huii re  rafi kalpanaa ke pankh lagaa raaj kalpanaa ke pankh lagaa aao ude duur rafi nithur badaa haay jagat mere sapane kare chuur raaj moraa jiivan re mukt bahe gaa jaao aasaavarii re  rafi bhramar kare gunja raaj naachen mor jahaan sudhbudh bhuul rafi o sundar sundar khile ho aashaa ke nitya naye phuul raaj morii bagiyaa men rah sadaa basant kii bahaar banii re
