Title,Film,Year,Singer,Composer,Lyricist,Lyrics
apanii nazaron se bahut duur  naa apanaa thaa jo kal,jeewan rekhaa,1974,mukesh,j jagdish,dev kohli,	apanii nazaron se bahut duur chhupaa duun khud ko jii men aataa hai ki kahiin rakh ke bhulaa duun khud ko	naa apanaa thaa jo kal guzaraa jo ab hai vo hai gairon kaa nahiin ummiid ab koii kal hamaaraa bhii kyaa hogaa	naa apanaa thaa jo kal guzaraa jo ab hai vo hai gairon kaa nahiin ummiid ab koii kal hamaaraa bhii kyaa hogaa	badii raanaaiyaan hongii jahaan men ham nahiin honge hamaare ek na hone se fasaane kam nahiin honge hamaaraa aaj charchaa hai to kal auron kaa phir hogaa naa apanaa thaa	ujadane ko hai phir mahafil naii aabaad kar lenaa naii buniyaad jab rakho hamen bhii yaad kar lenaa dukhaanaa dil ko na haragiz dukhaakar dil ko kyaa hogaa naa apanaa thaa	
ye dil divaanaa hai dil to divaanaa hai,ishq par zor nahin,1970,lata rafi,s d burman,anand bakshi, ye dil diivaanaa hai dil to diivaanaa hai diivaanaa dil hai ye dil diivaanaa	kaisaa bedardii hai isakii to marzii hai jab tak javaanii hai ye rut suhaanii hai nazaren judaa naa hon aramaan khafaa naa hon dilakash bahaaron men chhupake chanaaron men yun hii sadaa ham tum baithe rahen gumasum vo bevafaa jo kahe hamako jaanaa hai ye dil	ye dil divaanaa hai	bechain rahataa hai chupake se kahataa hai mujhako dhadakane do sholaa bhadakane do kaanton men kaliyon men saajan kii galiyon men feraa lagaane do chhodo bhii jaane do kho to na jaaungaa main laut aaungaa dekhaa sune samajhe achchhaa bahaanaa hai ye dil	ye dil divaanaa hai	saavan ke aate hii baadal ke chhaate hii phulon ke mausam men phulon ke mausam men chalate hii puravaaii milate hi tanhaaii ulajhaake baaton men kahataa hai raaton men yaadon men kho jaaun jaldii se so jaaun kyonke saanvariyaa ko sapanon men aanaa hai ye dil	ye dil divaanaa hai 
tere liye main ne sab ko chhodaa,anand ashram,1977,kishore,shyamal mitra,indeevar, category	tere liye main ne sab ko chhodaa tuu hii chhod ke chal dii janam maran ke saath kaa vaadaa kaise tod ke chal dii	kitane sapane dekhe hamane isii ped ke niiche aise tuufaan aaye ke ujade khvaabon ke bagiiche kyaa khabar thii lut jaayegii	merii duniyaa itani jaldii janam maran ke saath kaa vaadaa kaise tod ke chal dii	chhiin liyaa kyuun haathon se mere vaqt ne daaman teraa jiivanmen jab tuu hii nahiin kis kaam kaa jiivan meraa miit bichhadate nahiin raahon men kyuun tuune riit badal dii janam maran ke saath kaa vaadaa kaise tod ke chal dii	
chal chal chal mere saathii o mere haathii,haathi mere saathi,1971,kishore,laxmikantpyarelal,anand bakshi, chal chal chal mere saathii o mere haathii chal le chal khataaraa khiinch ke	chal yaar dhakkaa maar	band hai motar kaar	chal yaar dhakkaa maar	chal chal chal	phuulon si naazuk hai vo motar men baithii hai jo	aahistaa aahistaa chal usako na takaliif ho	haay haay khaa na jaye	haay haay khaa na jaye usakii naazuk kamariyaa bal chal	chal chal chal	hai hai oho ho	khidamat teri kaam de shaayad vo inaam de	kar us hasiin ko salaam aankhon se paigaam de	paas aja o sun raajaa	paas aja o sun raajaa	aisa mauka na jaye nikal chal	chal chal chal	tu yaaron ka yaar hai kitanaa vafaadaar hai	jhuuthaa hai saaraa jahaan sachchaa tera pyaar hai tu pagalaa na badalaa	tu pagalaa na badalaa	sari duniya gayii hai badal chal	chal chal chal 
ai baabuu ye public hai  sab jaanatii hai,roti,1974,kishore,laxmikantpyarelal,anand bakshi,	ai baabuu ye public hai public ye jo public hai sab jaanatii hai ye jo public hai ajii andar kyaa hai baahar kyaa hai ye sab kuchh pahachaanatii hai ye jo public	ye chaahe to sar pe bithaa le chaahe phenk de niiche pahale ye piichhe bhaage phir bhaago isake piichhe are dil tuute to are ye ruuthe to taubaa kahaan phir maanatii hai ye jo public	kyaa netaa kyaa abhinetaa de janataa ko jo dhokhaa pal men shoharat ud jaae jyon ek pavan kaa jhonkaa are zor na karanaa are shor na karanaa zor na karanaa shor na karanaa apane shahar men shaanti hai ye jo public	hiiremotii tumane chhupaae kuchh ham log na bole ab aataachaaval bhii chhupaa to bhuukhon ne munh khole are bhiikh na maange karz na maange ye apanaa haq maangatii hai ye jo public	
hamiin karen koii surat unhen bulaane kii,ek nazar,1972,lata,laxmikantpyarelal,majrooh,	hamiin karen koii surat unhen bulaane kii sunaa hai un ko to aadaat hai bhuul jaane kii hamiin karen koii surat	hamiin karen koii surat unhen bulaane kii sunaa hai un ko to aadaat hai bhuul jaane kii hamiin karen koii surat	hamiin karen koii surat unhen bulaane kii sunaa hai un ko to aadaat hai bhuul jaane kii	jafaa ke zikr pe tum kyuun sambhal ke baith gaye	jafaa ke zikr pe tum kyuun sambhal ke baith gaye	tumhaarii baat nahiin tumhaarii baat nahiin baat hai zamaane kii hamiin karen koii surat unhen bulaane kii sunaa hai un ko to aadaat hai bhuul jaane kii	jo ham sataayen to katraa ke is tarah se na jaa nigaahenaaz ye baaten nigaahenaaz ye baaten hain dil dukhaane kii hamiin karen koii surat unhen bulaane kii sunaa hai un ko to aadaat hai bhuul jaane kii	
pyaar zindagii hai pyaar bandagii hai bandagii hai,muqaddar ka sikandar,1978,asha lata mahendra kapoor,kalyanjianandji,anjaan, pyaar zindagii hai pyaar bandagii hai bandagii hai	yahallaa yahallaa uu yaa allaah	pyaar se pyaar karo ye umr pyaar kii hai	pyaar binaa kyaa jiinaa ye bhii koi zindagii hai pyaar	pyaar karam pyaar duaa pyaar sitam pyaar vafaa	pyaar se judaa to yahaan koi nahiin koi nahiin	pyaar khushii pyaar nashaa kyaa vo najar kyaa vo adaa	ho kisii ke pyaar men jo koii nahiin koii nahiin	dil ko lagaa ke dekho pyaar men kyaa khushii hai	pyaar binaa kyaa jiinaa ye bhii koi zindagii hai pyaar	pyaar binaa kyaa jiinaa ye bhii koi zindagii hai pyaar	dur rahe paas rahe dil men tere pyaas rahe	tere liye main huun tuu hai mere liye mere liye	pyaar sanam pyaar khudaa yaar kabhii ho naa judaa	yaar binaa koi yahaan kaise jiye kaise jiye	baahon men yaar ke hii duniyaa bahaar kii hai pyaar	baahon men yaar ke hii duniyaa bahaar kii hai pyaar	baahon men yaar ke hii duniyaa bahaar kii hai pyaar	dekh hamen koi jale koi jale haath male	tuu jo mere saath chale logon se kyaa daranaa yahaan	pyaar yahaan jo naa kare kaak jiye kak mare	yaar mere tere liye jiinaa yahaan maranaa yahaan	marake bhii naa mite jo ye vo divaanagii hai pyaar
pahale sau baar idhar aur udhar dekhaa hai,ek nazar,1971,lata,laxmikantpyarelal,majrooh,	pahale sau baar idhar aur udhar dekhaa hai tab kahiin dar ke tumhen ek nazar dekhaa hai	ham pe hansatii hai jo duniyaan use dekhaa hii nahiin ham ne us shokh ko ae diidaaetar dekhaa hai	aaj is ek nazar par mujhe mar jaane do	us ne logon badii mushkil se idhar dekhaa hai	kyaa galat hai jo main diivaanaa huaa sach kahanaa mere mahabuub ko tum ne bhii agar dekhaa hai 
jaise raadhaa ne maalaa japii shyaam kii,tere mere sapne,1971,lata,s d burman,neeraj,	jaise raadhaa ne maalaa japii shyaam kii	jaise raadhaa ne maalaa japii shyaam kii	main ne odhii chunariyaa tere naam kii tere naam kii ho piyaa tere hii naam kii raadhaa ne	priit kyaa judii priit kyaa judii dor kyaa bandhii binaa jatan binaa yatan ho gaii main nayii binaa mol kii main bikii binaa daam kii raadhaa ne	kyaa tarang hai kyaa tarang hai kyaa umang hai more ang ang rachaa pii kaa rang hai sharm aaii kaise kahuun baat shyaam kii raadhaa ne	paa liyaa tujhe paa liyaa paa liyaa tujhe paaii har khushii chaahuun baar baar chadhuun terii paalakii subah shaam kii ye pyaas bade kaam kii raadhaa ne	
prabhuu jii mere avagun chit naa dharo,kangan,1972,ashok kumar chorus,kalyanjianandji,indeevar,	a	prabhuu jii mere avagun chit naa dharo ko	prabhuu jii mere avagun chit naa dharo a	samadarasii hai naam tumhaaro ko	samadarasii hai naam tumhaaro a	naam kii laaj karo ko	prabhuu jii mere avagun chit naa dharo	prabhuu jii mere avagun chit naa dharo	a	ek nadii ek naalaa kahaay	mail ho niir bharo ko	ek nadii ek naalaa kahaay	mail ho niir bharo a	gangaa men mil kar donon	gangaa naam paro ko	prabhuu jii mere avagun chit naa dharo	prabhuu jii mere avagun chit naa dharo	a	kaante aur kaliyaan donon se	madhuban rahe bharo ko	kaante aur kaliyaan donon se	madhuban rahe bharo a	maalii ek samaan hii siinche	kar de sabako haro ko	prabhuu jii mere avagun chit naa dharo	prabhuu jii mere avagun chit naa dharo	prabhuu jii mere avagun chit naa dharo	a	haa aa	madiraa piye chhod gangaajal	madiraa piye chhod gangaajal	vyaakul man ho gayo hai paagal	man men rog garo	ho guru jii	man men rog garo	soor shyaam kii kripaa binaa	soor shyaam kii kripaa binaa	koii jag men	naa sudharo naa sudharo naa sudharo ko	prabhuu jii mere avagun chit naa dharo	prabhuu jii mere a	avagun chit naa dharo	avagun chit naa dharo	avagun chit naa dharo	naa dharo	avagun chit naa dharo	avagun chit naa dharo	chit naa dharo	chit naa dharo	chit naa dharo	
nafarat se jinhen tum  zamaane kii aankhon ne,ek baar muskuraa do,1972,rafi,o p nayyar,s h bihari,	nafarat se jinhen tum dekhate ho tum maarate ho jinhen thokar kyaa un pe guzaratii hai dekho ek baar kabhii ghaayal ho kar	zamaane kii aankhon ne dekhaa hai yaaron sadaa apanii duniyaa men aisaa nazaaraa kabhii unako phuulon se puujaa hai sabane kabhii jinako logon ne patthar se maaraa zamaane kii aankhon	pise na jahaan tak patthar pe menhadii kisii bhii tarah rang laatii nahiin hai hazaaron jagah thokaren khaa na le jab tak koii zindagii muskaraatii nahiin hai binaa khud mare kisako jannat milii hai binaa dukh sahe kisane jiivan sanvaaraa zamaane kii aankhon	bhanvar se jo ghabaraa ke piichhe hate hain dubo dii hai maujon ne unakii hii naiyaa jo tuufaan se takaraa ke aage badhe hain binaa koii maanjhii binaa hii khivaiiyaa kabhii na kabhii to kahiin na kahiin par hameshaa hii unako milaa hai kinaaraa zamaane kii aankhon	yahaan aadamii ko sabak dostii kaa sikhaate hue jo lahuu men nahaayaa masiihaa banaa aur gaandhii banaa vo hazaaron dilon men yahaan ghar banaayaa unhiin kii banii hain yahaan yaadagaaren	yahaan aadamii ko sabak dostii kaa sikhaate hue jo lahuu men nahaayaa masiihaa banaa aur gaandhii banaa vo hazaaron dilon men yahaan ghar banaayaa unhiin kii banii hain yahaan yaadagaaren	unhiin kaa zamaane men chamakaa sitaaraa zamaane kii aankhon	
daurekizaan thaa,shabash daddy,1979,amit kumar,kishore kumar,, daurekizaan thaa dil ke chaman men koii aaj banake bahaar aa gayaa hai tanhaaiyaan thiin viiraaniyaan thiin	koii aaj leke qaraar aa gayaa hai	koii dilakashii thii naa koii kushii thii badii kashmakash men ye zindagii thii tum aa gae jo sareshaam dil ko aaj un kayaalon pe pyaar aa gayaa hai	ye kahate rahe dil men shabegam ke saaye chiraagetamannaa koii to jalaaye yuun chaand chamakaa nayaa nuur lekar umangon pe jaise nikhaar aa gayaa hai	daurekizaan thaa dil ke chaman men 
he ham tum jiit gae dushman haar gae,lok parlok,1979,kishore asha,laxmikantpyarelal,anand bakshi,	he ham tum jiit gae dushman haar gae khule maidaan men ham baazii maar gae o ghungharuu naach uthe baaj uthe jhuumate ham	chha na na na na	chha na na na na	chha na na na na	chha na na na na	ham tum jiit gae	daulat nahiin kaam aaii chaahat ne jiitii ladaaii dhadakanon se duur rahe ham bade majabuur rahe apanaa sir na jhukaa hamane sahe laakh sitam is kushii ke bahaane tuu chhed mujhako diivaane pyaar men takaraar na kar ahaa aaj tuu o inkaar na kar	daulat nahiin kaam aaii chaahat ne jiitii ladaaii dhadakanon se duur rahe ham bade majabuur rahe apanaa sir na jhukaa hamane sahe laakh sitam is kushii ke bahaane tuu chhed mujhako diivaane pyaar men takaraar na kar ahaa aaj tuu o inkaar na kar	o ho aanchal chhod meraa dekhate hain logbaag chha na na na na	chalatii hai tuu le ke thumake haayhaay hoyhoy thumake ke gaaen gazal tere jhumake o kaisaa beiimaan hai tuu phir bhii merii jaan hai tuu tere dam se merii zindagii hai terii qasam chha na na na na	
saagar nahiin hai to kyaa hai,naatak,1975,rafi,laxmikantpyarelal,anand bakshi,	saagar nahiin hai to kyaa hai terii aankh kaa nashaa to hai baadal nahiin hai to kyaa hai terii zulf kii ghataa to hai saagar nahiin hai	merii tamannaa kii mahafil se tum yuun uth ke jaane lage ho aisii bhii kyaa berukii ruuth kar hamase aankhen churaane lage ho mausam nahiin hai to kyaa hai mauqaa ye pyaar kaa to hai saagar nahiin hai	terii ghanii zulf ke saae men chaar pal saath tere jienge saagar se roz piite hain aaj terii nazar se pienge saaqii nahiin hai to kyaa hai ik shok dilarubaa to hai saagar nahiin hai	shaayad yahii hai qayaamat kii raat maan lene ko jii chaahataa hai terii qasam aaj dil hii nahiin jaan dene ko jii chaahataa hai	shaayad yahii hai qayaamat kii raat maan lene ko jii chaahataa hai terii qasam aaj dil hii nahiin jaan dene ko jii chaahataa hai	qaatil nahiin hai to kyaa hai qaafir terii adaa to hai saagar nahiin hai	
miit naa milaa re man kaa koii to milan kaa karo re upaay,abhimaan,1973,kishore,s d burman,majrooh, miit na milaa re man kaa	 miit na milaa re man kaa	koii to milan kaa koii to milan kaa karo re upaay miit na	chain nahiin baahar chain nahiin ghar men man meraa dharatii par aur kabhii anbar men usako dhuundhaa har dagar men har nagar men galii galii dekhaa nayan uthaaye miit na	roz main apane hii pyaar ko samajhaauun vo nahiin aayegaa maan nahiin paauun shaam hii se prem diipak main jalaauun phir vohii diipak duun main bujhaaye miit na	der se man meraa aas liye dole	der se man meraa aas liye dole	priit bharii baanii raag meraa bole koii sajanii ek khidakii bhii na khole laakh taraane kahaa main sunaaye miit na
dhal gayaa din ho gaii shaam jaane do jaanaa hai,humjoli,1970,rafi asha,laxmikantpyarelal,anand bakshi,	aa	dhal gayaa din ho gaii shaam jaane do jaanaa hai ra	abhiiabhii to aaii ho abhiiabhii jaanaa hai aa	dhal gayaa din	ra	sitam mere dil pe jo dhaae qasam lage usako merii jo jaae aa	naa aise dekho mujhe na roko zaraa ye socho buraa zamaanaa hai ra	abhiiabhii to aaii	aa	guzaarii saath hamane kaii raaten na jaane kab katm hongii terii baaten ra	abhii na jaanaa koii taraanaa koii fasaanaa abhii sunaanaa hai aa	dhal gayaa din	ra	banaate ho ye roz hii bahaanaa na jaane degaa aaj tumako ye diivaanaa aa	maanaa jii maanaa tuu hai diivaanaa meraa diivaanaa badaa sayaanaa hai aa	dhal gayaa din	
ye dilanashiin nazaare karate hain kyaa ishaare,pyaase dil,1974,mukesh,khaiyyam,jaan nisar akhtar,	ye dilanashiin nazaare karate hain kyaa ishaare ye kaun paravaton se chhupakar mujhe pukaare	banban men guunjatii hain kisakii hasiin sadaaen dil kii javaan umangen rahrah ke chaunk jaaen aahistaa se aan baithe koii mere sahaare ye kaun paravaton se	phuulon kii ot lekar ye kaun muskaraae palpal guzar rahe hain kisake badan ke saae gairon ke kuchh nishaan hain sachamuch nadii kinaare ye kaun paravaton se	sab kuchh lage fasaanaa sab kuchh lage kahaanii chehare ko usake chhuukar har subah ho suhaanii usakii hansii churaaen raaton ke chaandtaare ye kaun paravaton se	
apane dil men jagah diijie,hawas,1974,asha,usha khanna,saawan kumar,	apane dil men jagah diijie hamako baanhon men le liijie mere pyaar ke devataa ham pe itanaa karam kiijie	apane dil men jagah diijie hamako baanhon men le liijie mere pyaar ke devataa ham pe itanaa karam kiijie	apane dil men	palakon kii chhaanv men rakhuungii aapako chhupaa ke	palakon kii chhaanv men rakhuungii aapako chhupaa ke	duniyaa kii nazaron se rakhuungii aapako bachaa ke jaaneman dil ko mere dil men basaa liijie apane dil men	aapake naam kaa hamane ye jaam liyaa hai	aapake naam kaa hamane ye jaam liyaa hai	dekho diivaane dil ne kaisaa ye kaam kiyaa hai kitane dinon se pyaas lagii hai haay bujhaa diijie apane dil men	hamako sambhaalo sanam dekho qadam dagamagaae	hamako sambhaalo sanam dekho qadam dagamagaae	aapake binaa ab to hamase jiyaa nahiin jaae aaj kii shaam karen yahii kaam duurii mitaa diijie apane dil men	
dil haay meraa dil,paraya dhan,1971,kishore,r d burman,anand bakshi,	dil haay meraa dil teraa dil dil se dil mil gayaa he he he he laa laa laa	zulf terii yuun udii yuun mudii ki ghataa chhaa gaii honth tere yuun hile gul khile ki bahaar aa gaii2	pyaar haay meraa pyaar mere yaar ban ke phuul khil gayaa dil haay meraa dil teraa dil dil se dil mil gayaa	aankh terii jo uthii baadshaahon ke sar jhuk gaye chaal aisii tuu chalii log raahon men hii ruk gaye	aankh terii jo uthii baadshaahon ke sar jhuk gaye chaal aisii tuu chalii log raahon men hii ruk gaye	jaan haay merii jaan ye jahaan aasmaan hil gayaa dil haay meraa dil teraa dil dil se dil mil gayaa	ruup tere pe nazar jab padii to nazar mil gaii rang teraa ud gayaa tuu kalii kii tarah khil gaii2	nain haay mere nain tere nain mil gaye dil gayaa dil haay meraa dil teraa dil dil se dil mil gayaa	
haay bichhuaa das gayo re,jheel ke us paar,1973,asha,r d burman,anand bakshi,	haay bichhuaa das gayo re	haay bichhuaa das gayo re	haay bichhuaa das gayo re	miithii miithii hone lagii mere tan man men jalan haan miithii miithii hone lagii mere tan man men jalan mujhako bachaa le mere sajan jaldii se kar too koii jatan haay merii maan haan merii maan haay merii maan haay merii maan	haa haa haa haa haa haa haa haay bichhuaa das gayo re	main to yuun hii banii diiwaanii tuune merii qadar nahiin kii kabhii bhuule se bhii dilajaanii tuune merii kabar nahiin lii nas nas men sajan huii aisii chubhan lagii aisii lagan tuute meraa badan main mar gaii dard men ki meraa bachanaa mushkil hai mitawaa	haay bichhuaa das gayo re	haay bichhuaa das gayo re	miithii miithii hone lagii mere tan man men jalan haan miithii miithii hone lagii mere tan man men jalan mujhako bachaa le mere sajan jaldii se kar too koii jatan haay merii maan haan merii maan haay merii maan haay merii maan	naa to maaraa naa zindaa chhodaa dard aisaa lagaayaa hai pyaar tere pe thodaa thodaa mujhe gussaa bhii aayaa hai are o bewafaa aankhen naa churaa kar koii dawaa yaa koii duaa pachhataayegaa baad men ki meraa bachanaa mushkil hai mitawaa	haay bichhuaa das gayo re	haay bichhuaa das gayo re	miithii miithii hone lagii mere tan man men jalan haan miithii miithii hone lagii mere tan man men jalan mujhako bachaa le mere sajan jaldii se kar too koii jatan haay merii maan haay merii maan haay merii maan haay merii maan	haa haa haa haa haa haa haa	haay bichhuaa das gayo re	haay bichhuaa das gayo re
mile jo kadiikadii ek zanjiir bane,qasme vaade,1978,rafi kishore asha,r d burman,gulshan bawra,	mile jo kadiikadii ek zanjiir bane pyaar ke rang bharo zindaa tasviir bane o hamasafar ban ke chalo to suhaanaa hai safar jo akelaa hii rahe use na mile dagar	yaar ke bin koii jie to kyaa jie zindagii hai muskaraane ke lie jo bhii yahaan pe saath kuchh jaataa nahiin ho mile jo kadiikadii	chaahe aur kuchh na mujhe yaar de yaar tuu jii bhar ke mujhe pyaar de badii mushqil se bhalaa yaar milataa hai yahaan koii hamaraaz na ho to hai suunaa ye jahaan mile jo kadiikadii	jaane ek din ye kaise ho gayaa chalatechalate main raahon men kho gayaa subah kaa bhuulaa huaa shaam ko ghar laut aae use bhuulaa na kaho yahii hai apanii raay mile jo kadiikadii	
chanchal shiital nirmal komal sangiit kii devii,satyam shivam sundaram,1978,mukesh,laxmikantpyarelal,anand bakshi,	chanchal shiital nirmal komal sangiit kii devii svar sajanii	chanchal shiital nirmal komal sangiit kii devii svar sajanii	sundarataa kii har pratimaa se badhakar hai tuu sundar sajanii chanchal shiital	kahate hain jahaan naa ravi pahunche kahate hain vahaan par kavi pahunche tere rangruup kii chhaayaa tak naa ravi pahunche naa kavi pahunche main chhuune laguun tuu ud jaae pariyon se tere par sajanii chanchal shiital	ko	aa a aa aa aa hn tere rasavantii honthon kaa main giit koii ban jaauungaa saragam ke phuulon se tere sapanon kii sej sajaauungaa dolii men baith ke aaegii jab tuu saajan ke ghar sajanii chanchal shiital	aisaa lagataa hai tuut gae sab taare goregore ik chandaa se rangiin badan se lipat gae ko	o	mu	banakar nath kangan karadhaniyaa ghungharuu jhumake jhuumar sajanii mu ko	chanchal shiital	ko	chanchal shiital nirmal komal mu	sangiit kii devii svar sajanii	sangiit kii devii svar sajanii	
terii bindiyaa re aay haay terii bindiyaa re,abhimaan,1973,rafi lata,s d burman,majrooh, rafii	hmmm o	terii bindiyaa re	re aay hay	terii bindiyaa re	terii bindiyaa re	re aay hay lataa	sajan bindiyaa le legii terii nindiyaa rafii	re aay hay	terii bindiyaa re	rafii	tere maathe lage hain yuun jaise chandaa taaraa	jiyaa men chamake kabhii kabhii to jaise koi angaaraa	tere maathe lage hain yuun lataa	sajan nindiyaa	sajan nindiyaa le legii le legii le legii	merii bindiyaa rafii	re aay hay	teraa jhumakaa re	re aay hay	teraa jhumakaa re lataa	chain lene naa degaa sajan tumaka	re aay hay meraa jhumakaa re	lataa	meraa gahanaa balam tu tose sajake doluun	bhatakate hain tere hi naina main to kuchha naa boluun	meraa gahanaa balam tu rafii	to phir ye kyaa bole hai bole hai bole hai	teraa kanganaa lataa	re aay hay	meraa kanganaa re	bole re ab to chhuute na teraa anganaa rafii	re aay hay	teraa kanganaa re	rafii	tuu aayi hai sajaniyaa jab se meri banake	thumak thumak chale hai jab tu merii nas nas khanake	tu aayi hai sajaniyaa	lataa	sajan ab to	sajan ab to chhuutenaa chhuutenaa chhuutenaa	teraa angnaa rafii	re aay hay	teraa kanganaa re lataa	sajan ab to chhuutenaa teraa anganaa	re aay hay	teraa anganaa re
karm kaho qismat kaho chaahe kaho taqadiir,karm,1977,mukesh,r d burman,bharat vyas,	karm kaho qismat kaho chaahe kaho taqadiir pahale banaa praarabdh aur piichhe banaa shariir	karm kii gathadii laad ke jag men phire insaan jaisaa kare vaisaa bhare vidhi kaa yahii vidhaan	karm kare qismat bane jiivan kaa ye maram praanii tere haath men teraa apanaa karam 
raahii nayenaye rastaa nayaanayaa,aanand aashram,1977,kishor,shyamal mitra,indivar,	raahii nayenaye rastaa nayaanayaa tum naa badaliin main naa badalaa sabkuchh badal gayaa raahii nayenaye	yaad suhaanii bachapan kii patthar pe khinchii rekhaa pahalaapahalaa pyaar dilon se mitate nahiin dekhaa tuufaan samay ke bujhaa na sake diip jalaa to jalaa tum naa badaliin	vaqt ke saath badal jaae use pyaar nahiin kahate jo har mod pe mud jaae use yaar nahiin kahate yaar vahii jo saathii ban kar dukh men saath chalaa	vaqt ke saath badal jaae use pyaar nahiin kahate jo har mod pe mud jaae use yaar nahiin kahate yaar vahii jo saathii ban kar dukh men saath chalaa	tum naa badaliin	
mubaarak ho tujhe ai dil,raja jani,1972,lata,laxmikantpyarelal,anand bakshi, mubaarak ho tujhe ai dil mubaarak ho tujhe ai dil qayaamat kii ghadii aaii kushii se aankh bhar aaii mubaarak ho tujhe ai dil mubaarak ho tujhe ai dil qayaamat kii ghadii aaii kushii se aankh bhar aaii	zaraa thaharo tamaashaa kyaa	hamaaraa tum naa dekhoge	hamaaraa tum naa dekhoge	nazar kyon pher lii kyaa ye	nazaaraa tum naa dekhoge kahiin par tootate hain dil	kahiin bajatii hai shahanaaii mubaarak ho tujhe ai dil	tumhen ham ye nahiin kahate ki waadaa tumane todaa hai	tumhen ham ye nahiin kahate ki waadaa tumane todaa hai	magar hai gam sanbhalakar kud yahaan par saath chhodaa hai ye rastaa hai ki hai manzil samajh men baat naa aaii mubaarak ho tujhe ai dil	mubaarak ho tujhe ai dil mubaarak ho tujhe ai dil	
piyaa kii galii laage bhalii,parwana,1971,asha parveen sultana,madan mohan,kaifi azmi,	piyaa kii galii laage bhalii roko na sakhii jiyaa bas men nahiin kahaan tuu chalii birahaa jalii dekhe na koii sakhii jaa na kahiin	badariyaa ghir ghir aaye bijuriyaa shor machaaye main to jaauungii main to jaauungii main to jaauungii sanvar ke bindiyaa lagaa ke na jaa tuu ruup sajaa ke main to jaauungii main to jaauungii main to jaauungii chhup gaye taare rain dhalak gaii suunii rahii morii sajiyaa to kyaa hogaa piyaa kii galii	raat hai kaarii barakhaa parat hai bhiige jo nainon kaa kajaraa to kyaa hogaa mast pavan hai chunarii udat hai mahake jo phuulon kaa gajaraa to kyaa hogaa chhodo chhodo chhodo bahiyaan rahaa na jaaye dekho dekho dekho dekho piyaa bulaaye kaise na jaauun kaise na jaauun	raat hai kaarii barakhaa parat hai bhiige jo nainon kaa kajaraa to kyaa hogaa mast pavan hai chunarii udat hai mahake jo phuulon kaa gajaraa to kyaa hogaa chhodo chhodo chhodo bahiyaan rahaa na jaaye dekho dekho dekho dekho piyaa bulaaye kaise na jaauun kaise na jaauun	der se morii raah takat hai ruuthaa jo baankaa sajanaa to kyaa hogaa piyaa kii galii	diivaanii chup ho jaa re piyaa kii dhun mat gaa re main to gaauungii main to gaauungii main to gaauungii jiyaa ko tuu samajhaa re sunegii sab duniyaa re main to gaauungii main to gaauungii main to gaauungii kaahe tuu toke kaahe roke rahaa chaman meraa pyaasaa to kyaa hogaa piyaa kii galii	
koii na jaane bin tere raam kahaan din hoy kahaan shaam,maa aur mamta,1970,manna dey,laxmikantpyarelal,anand bakshi,	koii na jaane koii na jaane bin tere raam kahaan din hoye kahaan shaam	koii na jaane koii na jaane bin tere raam kahaan din hoye kahaan shaam	jag men sabhii kaa paradesii naam kahaan din hoye kahaan shaam	jag men sabhii kaa paradesii naam kahaan din hoye kahaan shaam	man men lagaa hai sapanon kaa melaa	man men lagaa hai sapanon kaa melaa	phir bhii hai dekho ye man akelaa jhonkaa pawan kaa paanii kaa relaa ho o o jaane le jaaye kab kis dhaam	kahaan din hoye kahaan shaam	kahaan din hoye kahaan shaam	aage vipadaa kii talawaaren	aage vipadaa kii talawaaren	piichhe dukhadon kii diiwaaren uupar kaante niiche kataaren ho o o jiiwan huaa ye yaa sangaraam kahaan din hoye kahaan shaam	piichhe dukhadon kii diiwaaren uupar kaante niiche kataaren ho o o jiiwan huaa ye yaa sangaraam kahaan din hoye kahaan shaam	
tak tak tak jaise chalatii hai gaadii chhakchhak,haathi mere saathi,1971,kishor lata,laxmikantpyarelal,anand bakshi,	la	tak tak tak jaise chalatii hai gaadii chhakchhak ki	jaise karataa hai ye dil dhakdhak dhakdhak la	kal kal kal kal ki	o jaise bahatii hai nadiyaa chhal chhal chhal chhal la	mere man men machii halachal	ki	teraa kanganaa khanake khan khan khan khan la	tere pyaar men dole meraa tan man tan man	sunsun merii paayal bole chhun chhun chhun chhun ki	main pyaar kii chheduun dhun	chhum chhum meraa haathii naache rumajhum jhum jhum la	meraa jhumakaa ho gayaa gum zaraa dhuundh ke laao tum ki	main la	haan tum tum tum la	chhup chhup chhup chhup ki	shii chup chup chup chup la	o choriichorii chhupchhup ham baant len apane dukhsukh	tham tham tham tham thak gae hain zulmii hamtum	main sharam se jaauun mar ki	kar tuu pyaar na jag se dar la	main sharam se jaauun mar	ab jaane de ki	jaane duun kaise jaane duun la	aahaa aise	jaane de jaane de mujhako ghar ghar ghar ki	chhak chhak chhak chhak la	chhak chhak chhak chhak ki	turuu turuu ruu ruu la	turuu ruu ruu ruu 
