Title,Film,Year,Singer,Composer,Lyricist,Lyrics
sajaniyaa re chad gayaa pyaar tataiyaa,aamdani atthani kharcha rupaiya,2001,babul supriyo sunidhi chauhan,himesh reshammiya,sudhakar sharma, sajaniyaa re sajaniyaa re sajaniyaa re chadh gayaa pyaar tataiyaa utaare naa utare re utaare naa utare re kaate kaate re ho kaate kaate re kaate kaate re kaate kaate ye tataiyaa utaare naa utare re	sajanavaa re sajanavaa re chadh gayaa pyaar tataiyaa utaare naa utare re utaare naa utare re kaate kaate re kaate kaate re kaate kaate re kaate kaate ye tataiyaa utaare naa utare re	kyaa karen chhaayaa diivaanaapan chal chalen yaaraa panaghat pe ham o aajaa re aa re sajanavaa kyaaa re tuu aajaa chaubaare balam he taubaa ye ishaare ye jiyaa tumape haare haay ham to gae maare sanam badaa zulmii hai badaa zulmii hai ye bukhaar saanvariyaa utaare naa utare re sajaniyaa re	o sanam tuu chikanaa ghadaa tere ghar hai paharaa badaa o aajaa rang rasiyaa o mere man basiyaa tuufaanon men hai naiyaa piyaa o terii ye kamariyaa haay baalii ye umariyaa haay jaaduu hai kiyaa re kiyaa rang aisaa chadhaa rang aisaa chadhaa o mere saanvariyaa utaare naa utare re sajaniyaa re	
dil gayaa dil gayaa meraa dil gayaa,tum se achcha kaun hain,2002,sonu nigam,nadeem shravan,sameer, he he he ye laa ra raa laa laa e he he he he he dil gayaa dil gayaa meraa dil gayaa dekh ke tum ko yaar aaj pahalii baar lagataa hai ham ko ho gayaa hai pyaar dil gayaa	ho o e he ye diivaanagii kyaa baat hai ye dil kii lagii kyaa baat hai nasiibon kaa khel kyaa baat hai hamaaraa ye mel kyaa baat hai tumhii se hai roshan ye duniyaa merii hai mujh pe tumhaaraa nashaa dil gayaa	ho he e e suron kii havaa chalatii rahe nae saaz men dhalatii rahe muhabbat kii dhun bajatii rahe ye mahafil sadaa sajatii rahe merii dhadakanon men samaae ho tum kabhii honge ham na judaa dil gayaa	ho ho e he dil gayaa	
yaa alii,gangster,2006,zubeen garg,pritam,sayeed quadri, yaa alii raham alii yaa alii yaar pe qurabaan hai sabhii yaa alii madad alii yaa alii ye merii jaan ye zindagii ishq pe haan mitaa duun lutaa duun main apanii kudii yaar pe haan lutaa duun mitaa duun main ye hastii yaa alii	mujhe kuchh pal de qurbat ke faqiiram terii chaahat ke rahe bechain dil kab tak milen kuchh pal to raahat ke sanam pe haan ishq pe haan mitaa duun lutaa duun main apanii kudii yaar pe haan lutaa duun mitaa duun main ye hastii yaa alii	binaa tere na ek pal ho na bin tere kabhii kal ho ye dil ban jaae patthar kaa na is men koii halachal ho sanam pe haan ishq pe haan mitaa duun lutaa duun main apanii kudii qasam se haan lutaa duun mitaa duun main ye hastii yaa alii 
ye iid kaa tyohaar hai kushiyon kaa hai tyohaar,tumko na bhool payenge,2002,sonu nigam arvindar singh  sneha pant,sajid wajid,jaliis rashid, assalaamaalequm assalaam iid kaa hai yaaron ye payaam ye iid kaa tyohaar hai kushiyon kaa hai tyauhaar na teraa hai na meraa hai ye sab kaa hai tyauhaar ye pyaar kaa paigaam hai ye pyaar kaa paigaam mubaarak iid mubaarak	chaahen vo rahamaan ho yaa bhaaii apanaa raam hinduu muslim sikh iisaaii sabako hai salaam bas pyaar hii aagaaz ho aur pyaar hii anjaam kushiyon ke is mausam kii kabhii na aae shaam ye iid kaa tyauhaar	ho ho ho ho	ho jo bhii samajhe pyaar ko vo hai sabakaa yaar pyaar nahiin to kuchh bhii nahiin pyaar se hai sansaar oy iid te japphii paake yaaron rab daa shukar manaaie are teraa meraa chhad ke yaaron sab nuun gale lagaaie kii main jhuuth bolayaa o kii main qufar tolayaa o kii main jhuuth bolayaa koii naa kii main qufar tolayaa koii naa kii main jhuuth bolayaa kii main qufr tolayaa ye iid kaa tyauhaar	
haay meraa dil tuu lejaa lejaa,albela,2001,babul supriyo alka yagnik,jatin lalit,sameer, haay meraa dil tuu lejaa lejaa haay merii jaan tuu lejaa lejaa ye faisalaa dil kaa mushkil se hotaa hai meraa yaar kyuun merii baat maane naa haay meraa dil tuu	mausam kare chhedakhaanii agar kaise bhalaa koii bache khushbuu jaise mahake mahake ham donon hain bahake bahake meraa hosh le liyaa tuune jaanejaan haay meraa dil tuu	jaaduu koii terii aankhon men hai dekhe jise paagal kare thodaa thodaa paagal hai tuu aataa jaataa baadal hai tuu koii bhii meraa yahaan dard jaane naa haay meraa dil tuu	
band mutthii men  tuut ke daalii se  ye to mehandii,chori chori chupke chupke,2000,jaspindar narula chorus,annu malik,sameer, aa band mutthii men dil ko chhupaae baithe hain hai bahaanaa ke mehandii lagaae baithe hain mehandii haan haan mehandii ho mehandii haan haan mehandii tuut ke daalii se haathon pe bikhar jaatii hai mehandii ye to mehandii hai mehandii to rang laatii hai	log baagon se ise tod ke laate hain aur patthar pe ise shauq se pisavaate hain mehandii phir bhii honthon se isake uf talak na aatii hai ye to mehandii hai	apane ras rang se is duniyaa ko sajaanaa hai kaam mehandii kaa to gairon ke kaam aanaa hai mehandii apanii khushbuu se ye saharaaon ko mahakaatii hai ye to mehandii hai	
aajaa aajaa o piyaa  o jaanejaan  khoyaa khoyaa chaand hai,yeh raaste hain pyaar ke,2001,asha chorus udit narayan,adnan sami,mehboob, chhan nan chhan chhan chhanan chhanan chhan nan chhan chhan aajaa aajaa o piyaa aaj maane naa jiyaa baahon men le le hamen sochataa hai kyaa ho jaanejaan hamako naa tadapaa o thandii thandii hai havaa bhiigii bhiigii hai fizaa aag hai dil men jagii pyaar barasaa jaa o jaanejaan	duuriyon se ai sanam meraa nikalaa jaae dam gair saa dekhe hai kyaa paas aa tere hain ham so rahaa hai ye jahaan pyaar se mujhako churaa hiiraa huun main pyaar kaa siine pe sajaa o jaanejaan	raat na jaae guzar ham karen kaise safar yaa to hamako pyaar kar yaa hamen de de zahar zulf men chhup jaa zaraa yuun gale mil jaa zaraa saanson men ghul jaa zaraa mujhako naa sataa o jaanejaan	chhan nan chhan chhan chhanan chhanan chhan nan chhan chhan khoyaa khoyaa chaand hai kyaa suhaanii shaam hai honthon pe ik naam hai naam hai teraa o jaanejaan aajaa naa tadapaa	o jaan tere naam hai ab teraa ye kaam hai yaa to main jii luun zaraa yaa ke de duun jaan o jaanejaan	dhalakii dhalakii hai chunar pyaar se tuu bekhabar chhod duniyaa kii fiqar aajaa aajaa aa idhar naam le ke pyaar kaa tuu kadam apane uthaa soch naa anjaam kaa hogaa jo hogaa o jaanejaan	le le merii chaahaten dil ko de de raahaten pyaar ke hain raaste aa kudaa ke vaaste ishq hii to hai kudaa ishq se hai kyuun judaa ishq pe duniyaa fidaa sun le ye sadaa o jaanejaan	
chaahen zubaan se kuchh naa kaho ai mere sanam,dil hai tumhaara,2002,sonu nigam alka yagnik,nadeem shravan,sameer, chaahen zubaan se kuchh naa kaho ai mere sanam aankhen to kah rahii hain tumhen mujhase pyaar hai chaahen zubaan se	maathe pe kyuun pasiinaa hai ye to bataaiye aise na mujhako dekhake palaken jhukaaiye ham jaanate hain aapakaa dil bekaraar hai aankhen to kah rahii	tum saamane jo aae to sharamaa gaii nazar main kuchh bhii kah sakii naa aisaa huaa asar harapal mujhe to ab tumhaaraa intazaar hai aankhen to kah rahii	
teraa muskuraanaa phir hans ke paas aanaa  tere pyaar kaa,jhankaar beats,2003,shaan,vishalshekhar,vishal dadlani,	teraa muskuraanaa phir hans ke paas aanaa mujhe apanaa naam bataanaa phir pal men gum ho jaanaa ehasaas hai ab bhii us pahalii baar kaa kaisaa ye nashaa hai tere pyaar kaa	dil se dil mile the jaise do phuul khile the tab maine kuchh kahaa thaa tumhaare honth sile the mujhe yaad hai vo lamhaa intazaar kaa kaisaa ye nashaa hai tere pyaar kaa	chaand cheharaa hai teraa raat zulfen hain terii ye havaa terii kushbuu hai ye samandar kii laharen tere hansane kii dhun hai duniyaa men bas tuu hai tuu paas hai to saans hai kazaanaa hai dil ke qaraar kaa kaisaa ye nashaa hai tere pyaar kaa	chaand cheharaa hai teraa raat zulfen hain terii ye havaa terii kushbuu hai ye samandar kii laharen tere hansane kii dhun hai duniyaa men bas tuu hai tuu paas hai to saans hai kazaanaa hai dil ke qaraar kaa kaisaa ye nashaa hai tere pyaar kaa	raat gaharii hai lekin terii aankhon ke aage bas shaam sii ye lagatii hai din suhaanaa agar hai to teraa naam le ke tere pyaar se fizaa mahakatii hai aage hashar kyaa hogaa agar asar hai ye ek diidaar kaa kaisaa ye nashaa hai tere pyaar kaa	teraa muskuraanaa phir hans ke paas aanaa mujhe apanaa naam bataanaa phir pal men gum ho jaanaa kaisaa ye nashaa hai tere pyaar kaa	teraa muskuraanaa phir hans ke paas aanaa mujhe apanaa naam bataanaa phir pal men gum ho jaanaa kaisaa ye nashaa hai tere pyaar kaa	tere pyaar kaa	tere pyaar kaa	
o saathii re din duube naa,omkara,2006,vishal bhardwaj shreya ghoshal,vishal,gulzar, o saathii re din duube naa aa chal din ko roken dhuup ke piichhe dauden chhaanv chhue naa o saathii re	vi thakaathakaa suuraj jab nadii se hokar nikalegaa shre hariiharii kaaii pe paanv padaa to phisalegaa vi tum rok ke rakhanaa main jaal giraauun shre tum piith pe lenaa main haath lagaauun din duube naa terii merii attiibattii daant se kaatii kattii re jaiyo naa o piihuu re o piihuu re naa jaiyo naa	shre ho kabhiikabhii yuun karanaa main daantuun aur tum daranaa vi ubal pade aankhon se miithe paanii kaa jharanaa shre tere dohare badan men sil jaauungii re jab karawat legaa	chhil jaauungii re vi sang le jaauungaa terii merii anganiimanganii ang sang laagii sanganii sang le jaauun o piihuu re	donon o saathii re 
chann maahiyaa  aapakaa aanaa  pyaar aa gayaa re,kurukshetra,2000,kumar sanu alka yagnik,himesh reshammiya,dev kohli, chann maahiyaa chann maahiyaa dhol nagaadaa vaaje chann maahiyaa chann maahiyaa chann maahiyaa tuu meraa pyaar laa de chann maahiyaa	aapakaa aanaa dil dhadakaanaa mehandii lagaa ke yuun sharamaanaa pyaar aa gayaa re pyaar aa gayaa o o kyuun hotaa hai dil diivaanaa aaj ye hamane jaanaa pyaar aa gayaa re pyaar aa gayaa aapakaa aanaa dil dhadakaanaa daal ke daanaa mujhe sataanaa pyaar aa gayaa re	milii jo nazar huaa ye asar ye dil gum huaa are bekhabar chhupii hai sharaarat tere pyaar men dil haar baithe pahalii baar men pal men apanaa kyuun ho jaataa hai koii begaanaa pyaar aa gayaa re	tere pyaar kaa nashaa chhaa gayaa milii vo sazaa mazaa aa gayaa baaton ne terii jaaduu kiyaa ban baithaa tuu meraa piyaa khan khan bole chuudii merii dolii le ke aanaa pyaar aa gayaa re	
aap bhii aaiye hamako bhii bulaate rahiye,soz nonfilm,2001,jagjit singh,jagjit singh,javed akhtar, aap bhii aaiye hamako bhii bulaate rahiye dostii zurm nahiin dost banaate rahiye aap bhii aaiye	zahar pii jaaiye aur baantiye amrit sab ko zakhm bhii khaaiye aur giit bhii gaate rahiye aap bhii aaiye	vaqt ne luut liin logon kii tamannaaen bhii khvaab jo dekhiye auron ko dikhaate rahiye aap bhii aaiye	shakl to aapake bhii zahan men hogii koii kabhii ban jaaegii tasviir banaate rahiye aap bhii aaiye	
silasilaa ye chaahat kaa naa maine bujhane diyaa ho huun,devdas,2002,shreya ghosal,ismail darbar,nusrat badr, ta na na na ta dhuum mausam ne lii angdaaii aaii aaii laharaa ke barakhaa phir chhaaii chhaaii chhaaii jhonkaa havaa kaa aaegaa ye diyaa bujh jaaegaa silasilaa ye chaahat kaa naa maine bujhane diyaa ho huun piyaa ye diyaa naa bujhaa hai naa bujhegaa merii chaahat kaa diyaa mere piyaa ab aajaa re mere piyaa o mere piyaa is diye ke sang jal rahaa hai mera rom rom aur jiyaa ab aajaa mere piyaa o mere piyaa	ta na na na dhuum ta	faasalaa thaa duurii thii thaa judaaii kaa aalam intazaar men nazaren thiin aur tum vahaan the jhilamilaatii jagamagaatii khushiyon men jhuum kar aur yahaan jal rahe the ham phir se baadal garajaa hai garaj garaj ke barasaa hai jhuum ke tuufaan aayaa hai par tujhako bujhaa nahiin paayaa hai o piyaa ye diyaa chaahen jitanaa sataaye tujhe ye saavan ye havaa aur ye bijaliyaan mere piyaa ho mere piyaa	ta na na na dhuum ta	dekho ye pagalii diivaanii duniyaa se hai ye anjaanii jhonkaa havaa kaa aaegaa aur isakaa piyaa sang laaegaa o piyaa ab aajaa mere piyaa o mere piyaa silasilaa ye chaahat kaa	o piyaa ye diyaa	ai piyaa ai piyaa ai piyaa
hai aisaa champion kahaan,champion,2000,jaspindar narula sunidhi chauhan chorus,vishal shekhar,nitin raikwar, aisaa koii diivaanaa aisaa koii mastaanaa aisaa koii paravaanaa haan dil ko churaane vaalaa apanaa banaane vaalaa jaaduu jagaane vaalaa haan patthar ko jo pighalaa de din men taare dikhalaa de kar de har mushqil ko aasaan hai aisaa champion kahaan	vo hai faulaadii usakaa phuulon saa dil rangate hain saare usake rangon se mil usakii zubaan jo bole thande pad jaae shole usane kahaa jo vo kiyaa hai aisaa champion kahaan	chalataa hai vo to kabhii rukataa nahiin dushman ke aage kabhii jhukataa nahiin vo aage usake piichhe saaraa zamaanaa bhaage joshiilaa hai vo naujavaan hai aisaa champion kahaan	
dekhen bhii to kyaa dekhen  hamane tumhen paa liyaa,farz,2000,lata udit narayan chorus,uttam singh,sameer, huun dekhen bhii to kyaa dekhen tumhaare sivaa chaahen bhii to kyaa chaahen tumhaare sivaa sochen bhii to kyaa sochen tumhaare sivaa maangen bhii to kyaa maangen tumhaare sivaa hamane tumhen paa liyaa o jind jaan maahiyaa ho dekhen bhii to kyaa	terii chuudiyon se sadaa aa rahii hai zaraa sii ye duurii bhii tadapaa rahii hai ye kyaa kah rahii hai paayal kii chhamachham sanam aa gayaa hai mohabbat kaa mausam hamane tumhen paa liyaa	tumhen furasaton men rab ne banaayaa bhulaa ke jahaan tumako jaan men basaayaa terii khushbuen hain mahakatii ye saansen teraa aaiinaa hain merii donon aankhen sanam donon aankhen dekhen bhii to kyaa	tumhen dekhane se sanam dard jaae tere baajuon men hamen chain aae ye kyaa ho gayaa dil sambhaale na sambhale terii garmiyon se meraa jism pighale hamane tumhen paa liyaa	sanam hamane baandhaa ye janmon kaa bandhan tumhaare lie hai hamaaraa ye jiivan barason kii maangii duaa rang laaii tum kyaa mile mil gaii ye khudaaii haan ye khudaaii o dekhen bhii to kyaa	
lamhaa lamhaa duurii,gangster,2006,abhijit sunidhi chauhan,pritam,neelesh mishra, lamhaa lamhaa duurii yuun pighalatii hai jaane kis aag men ye shabanam jalatii hai kwaahishon kii shaam dhalatii hai jaane kis aag men ye shabanam jalatii hai laa laa laa	terii aankhen dikhaatii hain hamen sapane sitaaron ke ho ho ho	tere honthon pe likkhaa hai jo tum bole ishaaron men ho ho ho	kwaabon ke kaarawaan men raat chalatii hai jaane kis aag men ye shabanam jalatii hai laa laa laa	bahakatii shaam aaii hai tujhe lekar ke baahon men ho ho ho	tujhe chhuu luun ki rakkhuun main chhupaakar ke nigaahon men ho ho ho	sharamaatii ithalaatii hai machalatii hai jaane kis aag men ye shabanam jalatii hai ho lamhaa lamhaa duurii yuun pighalatii hai jaane kis aag men ye shabanam jalatii hai kwaahishon kii shaam dhalatii hai	sharamaatii ithalaatii hai machalatii hai jaane kis aag men ye shabanam jalatii hai ho lamhaa lamhaa duurii yuun pighalatii hai jaane kis aag men ye shabanam jalatii hai kwaahishon kii shaam dhalatii hai	jaane kis aag men ye shabanam jalatii hai laa laa laa 
jaane kyuun log pyaar karate hain,dil chahta hai,2001,udit narayan alka yagnik,shankar ehsaan loy,javed akhtar, jaane kyuun log pyaar karate hain jaane kyuun vo kisii pe marate hain jaane kyuun	pyaar men sochie to bas gam hai pyaar men jo sitam bhii ho kam hai pyaar men sar jhukaanaa padataa hai dard men muskuraanaa padataa hai zahar kyuun zindagii men bharate hain jaane kyuun vo kisii pe marate hain jaane kyuun	pyaar bin jiinen men rakhaa kyaa hai pyaar jis ko nahiin vo tanhaa hai pyaar sau rang le ke aataa hai pyaar hii zindagii sajaataa hai log chhup chhup ke pyaar karate hain jaanen kyuun saaf kahate darate hain jaane kyuun	pyaar bekaar kii musiibat hai pyaar har tarah khuubasuurat hai ho pyaar se ham duur hii achchhe are pyaar ke sab ruup hain sachche ho pyaar ke ghaat jo utarate hain duubate hain na vo ubharate hain jaane kyuun	pyaar to khair sabhii karate hain jaane kyuun aap hii mukarate hain jaane kyuun
ham jo rang men aa gae,censor,2001,kumar sanu chorus,jatin lalit,vinu mahendra, o o ham jo rang men aa gae aap bhii hamako bhaa gae kyaa mastii hai aur sastii hai piro lo in manakon men man ke taar ham jo rang men	kharii baat boluun naa boluun khotii chhotii sii ye duniyaa ab aur bhii chhotii meraa jo kahanaa hai agar tum maano to zaraa saa samajho to zaraa saa maano to ek hii ghar hai ye saaraa sansaar ham jo rang men	saat suron kaa sangam hii to saragam hai ai baat nahiin banatii hai gar ek bhii kam hai milaa lo dil dil se main kahataa mahafil se raah men saathii ho vaastaa kyaa manzil se pyaar men bas ho jaao had se paar ham jo rang men	
paisaa merii jaan hai  i want money,waah tera kya kehna,2002,govinda shweta pandit,jatin lalit,sameer, paisaa merii jaan hai paisaa hii shaan hai paisaa meraa dharm hai paisaa hii iimaan hai paisaa merii pyaas hai paisaa merii aas hai saarii duniyaa saath hai jo paisaa mere paas hai paisaa hii punya hai paisaa hii paap hai paisaa hii bhaaii bahan paisaa maaii baap hai paisaa hai to yaar hai paisaa hai to pyaar hai paisaa hii nasiib hai paisaa hii habiib hai paisaa hai to naam hai paisaa hai to kaam hai paisaa khanakataa hai paisaa chamakataa hai paisaa mahakataa hai paisaa chhanakataa hai paisaa ha ha ha hansaataa hai paisaa uun rulaataa hai paisaa jagaataa hai paisaa sulaataa hai paisaa hii gaataa hai paisaa nachaataa hai	
ek ladakii kii tumhen kyaa sunaauun daastaan,mere yaar ki shaadi hai,2002,udit narayan alka yagnik,jiit pritam,javed akhtar, ek ladakii kii tumhen kyaa sunaauun daastaan vo pagalii hai sabase judaa har pal naii usakii adaa phuul barasen log tarasen jaae vo ladakii jahaan ek ladakii kii tumhen	hai khafaa to khafaa phir khud hii vo maan bhii jaatii hai laatii hai honthon pe muskaan vo ho chup hai to chup hai vo phir khud hii vo gunagunaatii hai gaatii hai miithii miithii taanen vo kaise kahuun kaisii hai vo bas apane hii jaisii hai vo phuul barasen	aajakal har vo pal biitaa jo thaa usake saath men kyaa kahuun khvaabon men aataa hai kyuun ho yaad jo aae to usase bichhadane kii vo ghadii kyaa kahuun dil duhkh saa jaataa hai kyuun ab main kahiin vo hai kahiin par hai duaa ai hamanashiin phuul barasen	
dil ko hazaar baar rokaa rokaa rokaa,murder,2004,alisha chinoy,anu malik,rahat indori,	haan a haan haan haan haan haan haan haan	haan a haan haan haan haan haan haan haan	haan aa haan	haan aa haan	aa aa aa aa aa aa aa	dil ko hazaar baar rokaa rokaa rokaa dil ko hazaar baar tokaa tokaa tokaa dil hai hawaaon kaa jhonkaa jhonkaa jhonkaa dil ko bachaanaa dhokhaa na khaanaa dhokhaa hai pyaar yaar pyaar hai dhokhaa	dil ko hazaar baar rokaa rokaa rokaa dil ko hazaar baar tokaa tokaa tokaa dil hai hawaaon kaa jhonkaa jhonkaa jhonkaa dil ko bachaanaa dhokhaa na khaanaa dhokhaa hai pyaar yaar pyaar hai dhokhaa	dil ko hazaar baar rokaa rokaa rokaa haan a haan haan haan haan haan haan haan	dil ko hazaar baar rokaa rokaa rokaa haan a haan haan haan haan haan haan haan	haan aa haan	haan aa haan	aa aa aa aa aa aa aa	dhuundhe jaa koii bahaanaa dhuundhuun kyaa	koii nishaanaa haan dhuundhe jaa koii bahaanaa dhuundhuun kyaa koii nishaanaa dil kaa baazaar hai yahaan to dil ko dilon se bachaanaa	dil ko hazaar baar rokaa rokaa rokaa dil ko hazaar baar tokaa tokaa tokaa dil hai hawaaon kaa jhonkaa jhonkaa jhonkaa dil ko bachaanaa dhokhaa na khaanaa dhokhaa hai pyaar yaar pyaar hai dhokhaa dil ko hazaar baar rokaa rokaa rokaa	bachanaa is aashiq se bachanaa kaanton kii dostii se bachanaa haan haan bachanaa is aashiq se bachanaa kaanton kii dostii se bachanaa aankhon men bhar de andheraa tum aisii roshanii se bachanaa	dil ko hazaar baar rokaa rokaa rokaa dil ko hazaar baar tokaa tokaa tokaa dil hai hawaaon kaa jhonkaa jhonkaa jhonkaa dil ko bachaanaa dhokhaa na khaanaa dhokhaa hai pyaar yaar pyaar hai dhokhaa dil ko hazaar baar rokaa rokaa rokaa dil ko hazaar baar tokaa tokaa tokaa	haan a haan haan haan haan haan haan haan	haan a haan haan haan haan haan haan haan	haan aa haan	haan aa haan	aa aa aa aa aa aa aa dil ko hazaar baar rokaa rokaa rokaa 
aaj mainne dil se  duub jaanaa re,main meri patni aur woh,2005,sonu nigam shreya ghoshal,rajendra shiv,rocky khanna, sonu aaj mainne dil se	baadalon se milake	aaj mainne dil se baadalon se milake sapanon kii baarish se kaliyaan sajaake mahakii umangon se kushabuu churaake halkiisii buundon men laharon kii guunjon men gum ho jaanaa re duub jaanaa re mujhako duub jaanaa re tere paas aanaa re mujhako duub jaanaa re	aaj mainne dil se baadalon se milake sapanon kii baarish se kaliyaan sajaake mahakii umangon se kushabuu churaake halkiisii buundon men laharon kii guunjon men gum ho jaanaa re duub jaanaa re mujhako duub jaanaa re tere paas aanaa re mujhako duub jaanaa re	shreya chalatechalate mainne yuunhii jaane mere dil se aisaa kyaa kah diyaa	shreya chalatechalate mainne yuunhii jaane mere dil se aisaa kyaa kah diyaa	kyuun ye mausam bhii hai lagataa ab suhaanaa re dhadakanen bhii saath mere gunagunaatiin re haan o ho o o	kyuun ye mausam bhii hai lagataa ab suhaanaa re dhadakanen bhii saath mere gunagunaatiin re aa haa haa haa o ho ho ho mm hamm hamm kaamosh aahon ke simate iraade maasuum palakon pe sapane sajaake halkiisii buundon men laharon kii guunjon men o gum ho jaanaa re duub jaanaa re mujhako duub jaanaa re tere paas aanaa re mujhako duub jaanaa re	kyuun ye mausam bhii hai lagataa ab suhaanaa re dhadakanen bhii saath mere gunagunaatiin re aa haa haa haa o ho ho ho mm hamm hamm kaamosh aahon ke simate iraade maasuum palakon pe sapane sajaake halkiisii buundon men laharon kii guunjon men o gum ho jaanaa re duub jaanaa re mujhako duub jaanaa re tere paas aanaa re mujhako duub jaanaa re	strii koras naa naa naa naa naa naa naa naa	naa naa naa	naa naa naa	sonu baadalon se dil kaa rishtaa hai puraanaa re hai safar anajaan lekin aazamaanaa re haan ho o o o baadalon se dil kaa rishtaa hai puraanaa re hai safar anajaan lekin aazamaanaa re aa haa haa haa mm hamm hamm hamm o ho ho mainne na sochaa na samajhaa na chaahaa rukate qadam phir bhii aise kyuun chaahen halkiisii buundon men laharon kii guunjon men en gum ho jaanaa re duub jaanaa re mujhako duub jaanaa re tere paas aanaa re mujhako duub jaanaa re	sonu baadalon se dil kaa rishtaa hai puraanaa re hai safar anajaan lekin aazamaanaa re haan ho o o o baadalon se dil kaa rishtaa hai puraanaa re hai safar anajaan lekin aazamaanaa re aa haa haa haa mm hamm hamm hamm o ho ho mainne na sochaa na samajhaa na chaahaa rukate qadam phir bhii aise kyuun chaahen halkiisii buundon men laharon kii guunjon men en gum ho jaanaa re duub jaanaa re mujhako duub jaanaa re tere paas aanaa re mujhako duub jaanaa re	shreya aaj mainne dil se baadalon se milake sapanon kii baarish se kaliyaan sajaake mahakii umangon se kushabuu churaake sonu halkiisii buundon men laharon kii guunjon men e he gum ho jaanaa re donon duub jaanaa re mujhako duub jaanaa re tere paas aanaa re mujhako duub jaanaa re	shreya aaj mainne dil se baadalon se milake sapanon kii baarish se kaliyaan sajaake mahakii umangon se kushabuu churaake sonu halkiisii buundon men laharon kii guunjon men e he gum ho jaanaa re donon duub jaanaa re mujhako duub jaanaa re tere paas aanaa re mujhako duub jaanaa re
main taa jindadii bitaavaan tere naal chaahe jag bairii ho jaae,parwana,2003,udit narayan preeti uttam,sanjeev darshan,sameer,	prii	main taa jindadii bitaavaan tere naal chaahe jag bairii ho jaae	main taa jindadii bitaavaan tere naal chaahe jag bairii ho jaae	chaahe hath lag jaae hathakadiyaan chaahe paanv pad jaae bediyaan	ho chaahe hath lag jaae hathakadiyaan chaahe paanv pad jaae bediyaan	chaahe kuchh bhii ho meraa haal ko	main to jindadii ve jindadii ve jindadii u	hoy main taa jindadii bitaavaan tere naal chaahe jag bairii ho jaae	ko	sha laa laa sha laa laa sha laa laa laa laa	sha laa laa sha laa laa laa laa	sha laa laa sha laa laa laa laa	prii	tujhase nazar merii lad gaii re dekh tujhe main to mar gaii re ko	haan mar gaii re ho rabbaa mar gaii re prii	haan tujhase nazar merii lad gaii re dekh tujhe main to mar gaii re ko	haan mar gaii re ho rabbaa mar gaii re u	ho apanii javaanii tere naam kar duun	ho ye zindagaanii tere naam kar duun prii	sau rab dii qasam mere allaa terii miithiimiithii sun ke galaan ko	sau rab dii qasam haay allaa terii miithiimiithii sun ke galaan prii	main to gaii tujhape nihaal ko	main to jindadii ve jindadii ve jindadii u	hoy main taa jindadii bitaavaan tere naal chaahe jag bairii ho jaae	ko	uu uu churaa churaa churaa	uu uu churaa churaa churaa	uu uu churaa churaa churaa	uu uu churaa churaa churaa	hoy hoy hoy hoy hoy hoy hoy hoy	hoy hoy hoy hoy hoy hoy hoy hoy	u	mujhako zamaane kaa nahiin hai koii dar tuu hai sanam mere saath agar ko	mere saath agar	mere saath agar	u	haan mujhako zamaane kaa nahiin hai koii dar tuu hai sanam mere saath agar ko	mere saath agar	mere saath agar	prii	ho tere sang priit kii bandh gaii dor	ho milegaa papihaa kare piyaapiyaa shor u	merii jaan yahii hai haqiiqat terii chaahat merii mohabbat ko	merii jaan yahii hai haqiiqat terii chaahat merii mohabbat u	ye to banegii apanii misaal ko	main to jindadii ve jindadii ve jindadii	main to jindadii ve jindadii ve jindadii	main to jindadii ve jindadii ve jindadii	main to jindadii ve jindadii ve jindadii	u	hoy	hurre	hoy soniyaa	hoyhoy 
meraa maahii badaa sonaa hai,dhaai akshar prem ke love is the only inspiration,2000,anuradha paudwal abhishek bachchan chorus,jatin lalit,sameer, meraa maahii badaa sonaa hai aajaa aajaa ve maahii aajaa sone pe dil khonaa hai aajaa aajaa ve channaa aajaa mere yaar saa diladaar saa naa koii honaa hai meraa maahii badaa	aajaa aajaa ve maahii aajaa aajaa ve channaa aajaa ve sajanaa	haathon kii chuudii khanakaa de mehandii kaa rang khilaa de bindiyaa merii chamakaa de barason kii pyaas bujhaa de meraa ang ang mahakaa de haathon kii chuudii khanakaa de manamiit ke mujhe jiit ke sapanon ko sajaanaa hai meraa maahii badaa	aajaa aajaa ve maahii	jogii kaisaa rog lagaa piid sahii naa jaae re jogan ban main bhaii baanvarii rog badaa tadapaae re aas lagaae nainaa bichhaae taras rahe hain raahon men aajaa aajaa ve maahii	duurii sahii naa ab jaae pal pal judaaii tadapaae tanhaaii dard badhaae tanaman men aag lagaae koii jaa ke unhen samajhaae duurii sahii naa ab jaae ab to mujhe mahabuub ke honthon ko bhigonaa hai meraa maahii badaa	aajaa aajaa ve maahii	haan meraa dil kah rahaa hai main sar se lekar paanv tak tere sandalii badan pe muhabbat likh duun meraa dil kah rahaa hai main tere surkh larazate honthon kii laalii pe apane labon kii shabanamii sharaarat likh duun haan meraa dil kah rahaa hai terii paajeb kii jhanakaar pe tere baahon ke chandrahaar pe apanii bechainiyon kii haalat likh duun meraa dil kah rahaa hai tere ulajhe gesuu sanvaaruun in aankhon ke aaiine men teraa dulhan saa ruup nihaaruun is mahakatii zamiin kii sej pe apane aramaanon kii chaahat likh duun muhabbat likh duun muhabbat	aajaa aajaa ve maahii	
